q,idx,orbit,type,rho,S,delta,firstHole
23,1231,506,NMDS,4,"0,1,10,12,17,20",16,"1,1,6,6"
23,1232,506,MDS,4,"0,1,10,12,17,20",17,"1,20,10,10"
23,1233,506,NMDS,4,"0,1,10,12,17,20",18,"1,1,6,6"
23,1234,506,NMDS,4,"0,1,10,12,17,20",19,"1,20,10,10"
23,1235,506,MDS,4,"0,1,10,12,17,20",2,"1,3,13,13"
23,1236,506,MDS,4,"0,1,10,12,17,20",20,"1,20,10,10"
23,1237,506,NMDS,4,"0,1,10,12,17,20",21,"1,11,20,20"
23,1238,506,NMDS,4,"0,1,10,12,17,20",22,"1,14,7,7"
23,1239,506,NMDS,4,"0,1,10,12,17,20",3,"1,20,10,10"
23,1240,506,NMDS,4,"0,1,10,12,17,20",4,"1,4,2,2"
23,1241,506,NMDS,4,"0,1,10,12,17,20",5,"1,20,10,10"
23,1242,506,NMDS,4,"0,1,10,12,17,20",6,"1,8,16,8"
23,1243,506,NMDS,4,"0,1,10,12,17,20",7,"1,4,2,2"
23,1244,506,NMDS,4,"0,1,10,12,17,20",8,"1,20,10,10"
23,1245,506,NMDS,4,"0,1,10,12,17,20",9,"1,17,10,10"
23,1246,506,NMDS,4,"0,1,10,12,17,21",0,"1,1,8,8"
23,1247,506,MDS,4,"0,1,10,12,17,21",1,"1,1,8,8"
23,1248,506,NMDS,4,"0,1,10,12,17,21",10,"1,1,8,8"
23,1249,506,NMDS,4,"0,1,10,12,17,21",11,"1,1,8,8"
23,1250,506,MDS,4,"0,1,10,12,17,21",12,"1,14,12,12"
23,1251,506,NMDS,4,"0,1,10,12,17,21",13,"1,1,8,8"
23,1252,506,MDS,4,"0,1,10,12,17,21",14,"1,12,4,4"
23,1253,506,NMDS,4,"0,1,10,12,17,21",15,"1,2,4,2"
23,1254,506,NMDS,4,"0,1,10,12,17,21",16,"1,7,10,10"
23,1255,506,MDS,4,"0,1,10,12,17,21",17,"1,1,8,8"
23,1256,506,NMDS,4,"0,1,10,12,17,21",18,"1,1,8,8"
23,1257,506,MDS,4,"0,1,10,12,17,21",19,"1,6,14,14"
23,1258,506,NMDS,4,"0,1,10,12,17,21",2,"1,4,10,10"
23,1259,506,NMDS,4,"0,1,10,12,17,21",20,"1,1,8,8"
23,1260,506,MDS,4,"0,1,10,12,17,21",21,"1,4,10,10"
23,1261,506,NMDS,4,"0,1,10,12,17,21",22,"1,12,4,4"
23,1262,506,MDS,4,"0,1,10,12,17,21",3,"1,17,8,8"
23,1263,506,NMDS,4,"0,1,10,12,17,21",4,"1,1,8,8"
23,1264,506,NMDS,4,"0,1,10,12,17,21",5,"1,1,8,8"
23,1265,506,NMDS,4,"0,1,10,12,17,21",6,"1,12,4,4"
23,1266,506,NMDS,4,"0,1,10,12,17,21",7,"1,1,8,8"
23,1267,506,NMDS,4,"0,1,10,12,17,21",8,"1,1,8,8"
23,1268,506,NMDS,4,"0,1,10,12,17,21",9,"1,12,4,4"
23,1269,506,NMDS,4,"0,1,10,12,18,19",0,"1,18,6,6"
23,1270,506,NMDS,4,"0,1,10,12,18,19",1,"1,18,6,6"
23,1271,506,MDS,4,"0,1,10,12,18,19",10,"1,6,2,2"
23,1272,506,NMDS,4,"0,1,10,12,18,19",11,"1,6,14,14"
23,1273,506,MDS,4,"0,1,10,12,18,19",12,"1,6,12,6"
23,1274,506,NMDS,4,"0,1,10,12,18,19",13,"1,11,19,19"
23,1275,506,NMDS,4,"0,1,10,12,18,19",14,"1,6,2,2"
23,1276,506,NMDS,4,"0,1,10,12,18,19",15,"1,18,6,6"
23,1277,506,MDS,4,"0,1,10,12,18,19",16,"1,6,2,2"
23,1278,506,NMDS,4,"0,1,10,12,18,19",17,"1,18,6,6"
23,1279,506,NMDS,4,"0,1,10,12,18,19",18,"1,18,6,6"
23,1280,506,NMDS,4,"0,1,10,12,18,19",19,"1,18,6,6"
23,1281,506,MDS,4,"0,1,10,12,18,19",2,"1,6,14,14"
23,1282,506,NMDS,4,"0,1,10,12,18,19",20,"1,6,2,2"
23,1283,506,MDS,4,"0,1,10,12,18,19",21,"1,6,14,14"
23,1284,506,NMDS,4,"0,1,10,12,18,19",22,"1,6,14,14"
23,1285,506,NMDS,4,"0,1,10,12,18,19",3,"1,6,2,2"
23,1286,506,MDS,4,"0,1,10,12,18,19",4,"1,6,14,14"
23,1287,506,NMDS,4,"0,1,10,12,18,19",5,"1,6,14,14"
23,1288,506,NMDS,4,"0,1,10,12,18,19",6,"1,18,6,6"
23,1289,506,NMDS,4,"0,1,10,12,18,19",7,"1,18,6,6"
23,1290,506,NMDS,4,"0,1,10,12,18,19",8,"1,18,6,6"
23,1291,506,NMDS,4,"0,1,10,12,18,19",9,"1,20,16,16"
23,1292,506,NMDS,4,"0,1,10,12,18,20",0,"1,12,4,4"
23,1293,506,MDS,4,"0,1,10,12,18,20",1,"1,22,11,11"
23,1294,506,NMDS,4,"0,1,10,12,18,20",10,"1,22,11,11"
23,1295,506,NMDS,4,"0,1,10,12,18,20",11,"1,18,6,6"
23,1296,506,MDS,4,"0,1,10,12,18,20",12,"1,22,11,11"
23,1297,506,NMDS,4,"0,1,10,12,18,20",13,"1,22,11,11"
23,1298,506,MDS,4,"0,1,10,12,18,20",14,"1,12,4,4"
23,1299,506,NMDS,4,"0,1,10,12,18,20",15,"1,13,18,18"
23,1300,506,NMDS,4,"0,1,10,12,18,20",16,"1,21,22,22"
23,1301,506,NMDS,4,"0,1,10,12,18,20",17,"1,13,18,18"
23,1302,506,MDS,4,"0,1,10,12,18,20",18,"1,18,6,6"
23,1303,506,NMDS,4,"0,1,10,12,18,20",19,"1,13,18,18"
23,1304,506,NMDS,4,"0,1,10,12,18,20",2,"1,13,18,18"
23,1305,506,MDS,4,"0,1,10,12,18,20",20,"1,13,18,18"
23,1306,506,NMDS,4,"0,1,10,12,18,20",21,"1,13,18,18"
23,1307,506,NMDS,4,"0,1,10,12,18,20",22,"1,21,19,21"
23,1308,506,MDS,4,"0,1,10,12,18,20",3,"1,13,18,18"
23,1309,506,NMDS,4,"0,1,10,12,18,20",4,"1,13,18,18"
23,1310,506,NMDS,4,"0,1,10,12,18,20",5,"1,21,22,22"
23,1311,506,NMDS,4,"0,1,10,12,18,20",6,"1,21,22,22"
23,1312,506,NMDS,4,"0,1,10,12,18,20",7,"1,13,18,18"
23,1313,506,NMDS,4,"0,1,10,12,18,20",8,"1,22,11,11"
23,1314,506,NMDS,4,"0,1,10,12,18,20",9,"1,19,14,14"
23,1315,506,NMDS,4,"0,1,10,12,18,21",0,"1,8,4,4"
23,1316,506,MDS,4,"0,1,10,12,18,21",1,"1,8,4,4"
23,1317,506,NMDS,4,"0,1,10,12,18,21",10,"1,12,4,4"
23,1318,506,NMDS,4,"0,1,10,12,18,21",11,"1,9,16,16"
23,1319,506,MDS,4,"0,1,10,12,18,21",12,"1,12,1,12"
23,1320,506,NMDS,4,"0,1,10,12,18,21",13,"1,9,16,16"
23,1321,506,MDS,4,"0,1,10,12,18,21",14,"1,12,4,4"
23,1322,506,MDS,4,"0,1,10,12,18,21",15,"1,8,4,4"
23,1323,506,NMDS,4,"0,1,10,12,18,21",16,"1,8,4,4"
23,1324,506,NMDS,4,"0,1,10,12,18,21",17,"1,8,4,4"
23,1325,506,MDS,4,"0,1,10,12,18,21",18,"1,10,11,11"
23,1326,506,NMDS,4,"0,1,10,12,18,21",19,"1,3,13,13"
23,1327,506,MDS,4,"0,1,10,12,18,21",2,"1,8,4,4"
23,1328,506,NMDS,4,"0,1,10,12,18,21",20,"1,9,16,16"
23,1329,506,MDS,4,"0,1,10,12,18,21",21,"1,16,4,4"
23,1330,506,NMDS,4,"0,1,10,12,18,21",22,"1,8,4,4"
23,1331,506,NMDS,4,"0,1,10,12,18,21",3,"1,9,16,16"
23,1332,506,MDS,4,"0,1,10,12,18,21",4,"1,3,13,13"
23,1333,506,NMDS,4,"0,1,10,12,18,21",5,"1,8,4,4"
23,1334,506,NMDS,4,"0,1,10,12,18,21",6,"1,9,16,16"
23,1335,506,NMDS,4,"0,1,10,12,18,21",7,"1,8,4,4"
23,1336,506,NMDS,4,"0,1,10,12,18,21",8,"1,8,4,4"
23,1337,506,NMDS,4,"0,1,10,12,18,21",9,"1,10,5,5"
23,1338,506,NMDS,4,"0,1,10,12,18,22",0,"1,1,6,6"
23,1339,506,MDS,4,"0,1,10,12,18,22",1,"1,12,6,6"
23,1340,506,NMDS,4,"0,1,10,12,18,22",10,"1,12,6,6"
23,1341,506,NMDS,4,"0,1,10,12,18,22",11,"1,19,21,21"
23,1342,506,NMDS,4,"0,1,10,12,18,22",12,"1,12,6,6"
23,1343,506,NMDS,4,"0,1,10,12,18,22",13,"1,8,4,4"
23,1344,506,MDS,4,"0,1,10,12,18,22",14,"1,11,20,20"
23,1345,506,MDS,4,"0,1,10,12,18,22",15,"1,12,6,6"
23,1346,506,MDS,4,"0,1,10,12,18,22",16,"1,18,12,6"
23,1347,506,NMDS,4,"0,1,10,12,18,22",17,"1,8,4,4"
23,1348,506,NMDS,4,"0,1,10,12,18,22",18,"1,9,16,16"
23,1349,506,NMDS,4,"0,1,10,12,18,22",19,"1,8,4,4"
23,1350,506,MDS,4,"0,1,10,12,18,22",2,"1,19,21,21"
23,1351,506,MDS,4,"0,1,10,12,18,22",20,"1,1,6,6"
23,1352,506,NMDS,4,"0,1,10,12,18,22",21,"1,12,6,6"
23,1353,506,NMDS,4,"0,1,10,12,18,22",22,"1,12,6,6"
23,1354,506,MDS,4,"0,1,10,12,18,22",3,"1,14,15,15"
23,1355,506,NMDS,4,"0,1,10,12,18,22",4,"1,17,20,20"
23,1356,506,NMDS,4,"0,1,10,12,18,22",5,"1,12,6,6"
23,1357,506,NMDS,4,"0,1,10,12,18,22",6,"1,12,6,6"
23,1358,506,NMDS,4,"0,1,10,12,18,22",7,"1,12,6,6"
23,1359,506,NMDS,4,"0,1,10,12,18,22",8,"1,12,6,6"
23,1360,506,NMDS,4,"0,1,10,12,18,22",9,"1,12,6,6"
23,1361,506,NMDS,4,"0,1,10,12,19,21",0,"1,2,16,16"
23,1362,506,MDS,4,"0,1,10,12,19,21",1,"1,11,20,20"
23,1363,506,NMDS,4,"0,1,10,12,19,21",10,"1,2,16,16"
23,1364,506,NMDS,4,"0,1,10,12,19,21",11,"1,9,8,8"
23,1365,506,MDS,4,"0,1,10,12,19,21",12,"1,3,2,1"
23,1366,506,NMDS,4,"0,1,10,12,19,21",13,"1,11,19,19"
23,1367,506,MDS,4,"0,1,10,12,19,21",14,"1,9,8,8"
23,1368,506,MDS,4,"0,1,10,12,19,21",15,"1,1,14,14"
23,1369,506,MDS,4,"0,1,10,12,19,21",16,"1,2,16,16"
23,1370,506,NMDS,4,"0,1,10,12,19,21",17,"1,14,20,20"
23,1371,506,NMDS,4,"0,1,10,12,19,21",18,"1,2,16,16"
23,1372,506,MDS,4,"0,1,10,12,19,21",19,"1,2,16,16"
23,1373,506,MDS,4,"0,1,10,12,19,21",2,"1,1,14,14"
23,1374,506,NMDS,4,"0,1,10,12,19,21",20,"1,2,16,16"
23,1375,506,MDS,4,"0,1,10,12,19,21",21,"1,9,8,8"
23,1376,506,NMDS,4,"0,1,10,12,19,21",22,"1,14,20,20"
23,1377,506,MDS,4,"0,1,10,12,19,21",3,"1,14,20,20"
23,1378,506,NMDS,4,"0,1,10,12,19,21",4,"1,2,16,16"
23,1379,506,MDS,4,"0,1,10,12,19,21",5,"1,14,20,20"
23,1380,506,NMDS,4,"0,1,10,12,19,21",6,"1,14,20,20"
23,1381,506,NMDS,4,"0,1,10,12,19,21",7,"1,2,16,16"
23,1382,506,NMDS,4,"0,1,10,12,19,21",8,"1,2,16,16"
23,1383,506,NMDS,4,"0,1,10,12,19,21",9,"1,11,19,19"
23,1384,506,NMDS,4,"0,1,10,12,20,21",0,"1,1,16,8"
23,1385,506,MDS,4,"0,1,10,12,20,21",1,"1,8,4,4"
23,1386,506,NMDS,4,"0,1,10,12,20,21",10,"1,1,8,8"
23,1387,506,NMDS,4,"0,1,10,12,20,21",11,"1,4,2,2"
23,1388,506,MDS,4,"0,1,10,12,20,21",12,"1,8,4,4"
23,1389,506,NMDS,4,"0,1,10,12,20,21",13,"1,4,2,2"
23,1390,506,MDS,4,"0,1,10,12,20,21",14,"1,8,4,4"
23,1391,506,MDS,4,"0,1,10,12,20,21",15,"1,4,2,2"
23,1392,506,MDS,4,"0,1,10,12,20,21",16,"1,8,4,4"
23,1393,506,MDS,4,"0,1,10,12,20,21",17,"1,8,4,4"
23,1394,506,NMDS,4,"0,1,10,12,20,21",18,"1,1,8,8"
23,1395,506,NMDS,4,"0,1,10,12,20,21",19,"1,8,4,4"
23,1396,506,MDS,4,"0,1,10,12,20,21",2,"1,22,11,11"
23,1397,506,NMDS,4,"0,1,10,12,20,21",20,"1,4,2,2"
23,1398,506,NMDS,4,"0,1,10,12,20,21",21,"1,17,8,8"
23,1399,506,NMDS,4,"0,1,10,12,20,21",22,"1,8,4,4"
23,1400,506,MDS,4,"0,1,10,12,20,21",3,"1,4,2,2"
23,1401,506,MDS,4,"0,1,10,12,20,21",4,"1,4,2,2"
23,1402,506,NMDS,4,"0,1,10,12,20,21",5,"1,8,4,4"
23,1403,506,MDS,4,"0,1,10,12,20,21",6,"1,4,2,2"
23,1404,506,NMDS,4,"0,1,10,12,20,21",7,"1,8,4,4"
23,1405,506,NMDS,4,"0,1,10,12,20,21",8,"1,12,4,4"
23,1406,506,NMDS,4,"0,1,10,12,20,21",9,"1,4,2,2"
23,1407,506,NMDS,4,"0,1,10,12,20,22",0,"1,20,10,10"
23,1408,506,MDS,4,"0,1,10,12,20,22",1,"1,16,8,8"
23,1409,506,NMDS,4,"0,1,10,12,20,22",10,"1,16,8,8"
23,1410,506,NMDS,4,"0,1,10,12,20,22",11,"1,1,6,6"
23,1411,506,NMDS,4,"0,1,10,12,20,22",12,"1,20,10,10"
23,1412,506,NMDS,4,"0,1,10,12,20,22",13,"1,16,8,8"
23,1413,506,MDS,4,"0,1,10,12,20,22",14,"1,16,8,8"
23,1414,506,MDS,4,"0,1,10,12,20,22",15,"1,16,8,8"
23,1415,506,MDS,4,"0,1,10,12,20,22",16,"1,16,8,8"
23,1416,506,MDS,4,"0,1,10,12,20,22",17,"1,14,7,7"
23,1417,506,MDS,4,"0,1,10,12,20,22",18,"1,1,8,8"
23,1418,506,NMDS,4,"0,1,10,12,20,22",19,"1,19,14,14"
23,1419,506,MDS,4,"0,1,10,12,20,22",2,"1,8,16,8"
23,1420,506,NMDS,4,"0,1,10,12,20,22",20,"1,14,7,7"
23,1421,506,NMDS,4,"0,1,10,12,20,22",21,"1,20,10,10"
23,1422,506,NMDS,4,"0,1,10,12,20,22",22,"1,16,8,8"
23,1423,506,MDS,4,"0,1,10,12,20,22",3,"1,1,8,8"
23,1424,506,MDS,4,"0,1,10,12,20,22",4,"1,16,8,8"
23,1425,506,MDS,4,"0,1,10,12,20,22",5,"1,20,10,10"
23,1426,506,NMDS,4,"0,1,10,12,20,22",6,"1,14,7,7"
23,1427,506,NMDS,4,"0,1,10,12,20,22",7,"1,16,8,8"
23,1428,506,NMDS,4,"0,1,10,12,20,22",8,"1,4,2,2"
23,1429,506,NMDS,4,"0,1,10,12,20,22",9,"1,20,10,10"
23,1430,506,NMDS,4,"0,1,10,12,21,22",0,"1,1,12,12"
23,1431,506,MDS,4,"0,1,10,12,21,22",1,"1,1,12,12"
23,1432,253,NMDS,4,"0,1,10,12,21,22",10,"1,9,3,3"
23,1433,506,NMDS,4,"0,1,10,12,21,22",11,"1,1,12,12"
23,1434,506,NMDS,4,"0,1,10,12,21,22",12,"1,1,12,12"
23,1435,506,NMDS,4,"0,1,10,12,21,22",13,"1,8,4,4"
23,1436,506,MDS,4,"0,1,10,12,21,22",14,"1,4,2,2"
23,1437,506,MDS,4,"0,1,10,12,21,22",15,"1,8,4,4"
23,1438,506,MDS,4,"0,1,10,12,21,22",16,"1,4,2,2"
23,1439,506,MDS,4,"0,1,10,12,21,22",17,"1,8,4,4"
23,1440,506,MDS,4,"0,1,10,12,21,22",18,"1,1,12,12"
23,1441,506,NMDS,4,"0,1,10,12,21,22",21,"1,4,2,2"
23,1442,506,NMDS,4,"0,1,10,13,14,16",0,"1,1,12,12"
23,1443,506,NMDS,4,"0,1,10,13,14,16",1,"1,1,12,12"
23,1444,506,MDS,4,"0,1,10,13,14,16",10,"1,8,1,8"
23,1445,506,NMDS,4,"0,1,10,13,14,16",11,"1,1,12,12"
23,1446,506,MDS,4,"0,1,10,13,14,16",12,"1,9,3,3"
23,1447,506,MDS,4,"0,1,10,13,14,16",13,"1,16,4,4"
23,1448,506,NMDS,4,"0,1,10,13,14,16",14,"1,1,12,12"
23,1449,506,NMDS,4,"0,1,10,13,14,16",15,"1,8,4,4"
23,1450,506,NMDS,4,"0,1,10,13,14,16",16,"1,13,18,18"
23,1451,506,NMDS,4,"0,1,10,13,14,16",17,"1,1,12,12"
23,1452,506,MDS,4,"0,1,10,13,14,16",18,"1,1,12,12"
23,1453,506,MDS,4,"0,1,10,13,14,16",19,"1,1,12,12"
23,1454,506,NMDS,4,"0,1,10,13,14,16",2,"1,8,4,4"
23,1455,506,NMDS,4,"0,1,10,13,14,16",20,"1,1,12,12"
23,1456,506,MDS,4,"0,1,10,13,14,16",21,"1,14,7,7"
23,1457,506,MDS,4,"0,1,10,13,14,16",22,"1,3,18,18"
23,1458,506,NMDS,4,"0,1,10,13,14,16",3,"1,1,12,12"
23,1459,506,NMDS,4,"0,1,10,13,14,16",4,"1,8,4,4"
23,1460,506,NMDS,4,"0,1,10,13,14,16",5,"1,1,12,12"
23,1461,506,NMDS,4,"0,1,10,13,14,16",6,"1,9,3,3"
23,1462,506,NMDS,4,"0,1,10,13,14,16",7,"1,8,4,4"
23,1463,506,NMDS,4,"0,1,10,13,14,16",8,"1,13,18,18"
23,1464,506,MDS,4,"0,1,10,13,14,16",9,"1,8,4,4"
23,1465,506,NMDS,4,"0,1,10,13,14,17",0,"1,8,4,4"
23,1466,506,NMDS,4,"0,1,10,13,14,17",1,"1,8,4,4"
23,1467,506,MDS,4,"0,1,10,13,14,17",10,"1,8,4,4"
23,1468,506,NMDS,4,"0,1,10,13,14,17",11,"1,8,4,4"
23,1469,506,MDS,4,"0,1,10,13,14,17",12,"1,11,17,17"
23,1470,506,MDS,4,"0,1,10,13,14,17",13,"1,8,4,4"
23,1471,506,NMDS,4,"0,1,10,13,14,17",14,"1,8,4,4"
23,1472,506,NMDS,4,"0,1,10,13,14,17",15,"1,15,19,19"
23,1473,506,MDS,4,"0,1,10,13,14,17",16,"1,20,10,10"
23,1474,506,NMDS,4,"0,1,10,13,14,17",17,"1,11,17,17"
23,1475,506,NMDS,4,"0,1,10,13,14,17",18,"1,8,4,4"
23,1476,506,MDS,4,"0,1,10,13,14,17",19,"1,11,19,19"
23,1477,506,NMDS,4,"0,1,10,13,14,17",2,"1,20,10,10"
23,1478,506,MDS,4,"0,1,10,13,14,17",20,"1,8,4,4"
23,1479,506,NMDS,4,"0,1,10,13,14,17",21,"1,8,4,4"
23,1480,506,MDS,4,"0,1,10,13,14,17",22,"1,12,4,4"
23,1481,506,MDS,4,"0,1,10,13,14,17",3,"1,12,4,4"
23,1482,506,NMDS,4,"0,1,10,13,14,17",4,"1,8,4,4"
23,1483,506,NMDS,4,"0,1,10,13,14,17",5,"1,8,4,4"
23,1484,506,MDS,4,"0,1,10,13,14,17",6,"1,17,11,17"
23,1485,506,NMDS,4,"0,1,10,13,14,17",7,"1,2,16,16"
23,1486,506,NMDS,4,"0,1,10,13,14,17",8,"1,15,19,19"
23,1487,506,NMDS,4,"0,1,10,13,14,17",9,"1,15,19,19"
23,1488,506,NMDS,4,"0,1,10,13,14,18",0,"1,13,12,12"
23,1489,506,NMDS,4,"0,1,10,13,14,18",1,"1,1,12,12"
23,1490,506,NMDS,4,"0,1,10,13,14,18",10,"1,8,4,4"
23,1491,506,NMDS,4,"0,1,10,13,14,18",11,"1,8,4,4"
23,1492,506,MDS,4,"0,1,10,13,14,18",12,"1,8,4,4"
23,1493,506,MDS,4,"0,1,10,13,14,18",13,"1,14,7,7"
23,1494,506,NMDS,4,"0,1,10,13,14,18",14,"1,8,4,4"
23,1495,506,NMDS,4,"0,1,10,13,14,18",15,"1,1,12,12"
23,1496,506,MDS,4,"0,1,10,13,14,18",16,"1,6,2,2"
23,1497,506,MDS,4,"0,1,10,13,14,18",17,"1,1,12,12"
23,1498,506,NMDS,4,"0,1,10,13,14,18",18,"1,1,12,12"
23,1499,506,NMDS,4,"0,1,10,13,14,18",19,"1,1,12,12"
23,1500,506,NMDS,4,"0,1,10,13,14,18",2,"1,8,4,4"
23,1501,506,MDS,4,"0,1,10,13,14,18",20,"1,1,12,12"
23,1502,506,MDS,4,"0,1,10,13,14,18",21,"1,8,16,8"
23,1503,506,NMDS,4,"0,1,10,13,14,18",22,"1,13,12,12"
23,1504,506,MDS,4,"0,1,10,13,14,18",3,"1,18,6,6"
23,1505,506,NMDS,4,"0,1,10,13,14,18",4,"1,1,12,12"
23,1506,506,NMDS,4,"0,1,10,13,14,18",5,"1,1,12,12"
23,1507,506,NMDS,4,"0,1,10,13,14,18",6,"1,1,12,12"
23,1508,506,MDS,4,"0,1,10,13,14,18",7,"1,8,4,4"
23,1509,506,NMDS,4,"0,1,10,13,14,18",8,"1,14,7,7"
23,1510,506,NMDS,4,"0,1,10,13,14,18",9,"1,3,13,13"
23,1511,506,NMDS,4,"0,1,10,13,14,19",0,"1,12,7,7"
23,1512,506,NMDS,4,"0,1,10,13,14,19",1,"1,2,16,8"
23,1513,506,NMDS,4,"0,1,10,13,14,19",10,"1,12,3,3"
23,1514,506,NMDS,4,"0,1,10,13,14,19",11,"1,12,3,3"
23,1515,506,MDS,4,"0,1,10,13,14,19",12,"1,10,14,14"
23,1516,506,MDS,4,"0,1,10,13,14,19",13,"1,10,14,14"
23,1517,506,NMDS,4,"0,1,10,13,14,19",14,"1,12,3,3"
23,1518,506,NMDS,4,"0,1,10,13,14,19",15,"1,1,14,14"
23,1519,506,MDS,4,"0,1,10,13,14,19",16,"1,10,14,14"
23,1520,506,MDS,4,"0,1,10,13,14,19",17,"1,10,14,14"
23,1521,506,MDS,4,"0,1,10,13,14,19",18,"1,6,13,13"
23,1522,506,NMDS,4,"0,1,10,13,14,19",19,"1,10,14,14"
23,1523,506,NMDS,4,"0,1,10,13,14,19",2,"1,10,14,14"
23,1524,506,NMDS,4,"0,1,10,13,14,19",20,"1,10,14,14"
23,1525,506,MDS,4,"0,1,10,13,14,19",21,"1,1,14,14"
23,1526,506,MDS,4,"0,1,10,13,14,19",22,"1,12,3,3"
23,1527,506,MDS,4,"0,1,10,13,14,19",3,"1,22,17,17"
23,1528,506,NMDS,4,"0,1,10,13,14,19",4,"1,12,3,3"
23,1529,506,NMDS,4,"0,1,10,13,14,19",5,"1,13,9,9"
23,1530,506,NMDS,4,"0,1,10,13,14,19",6,"1,10,14,14"
23,1531,506,NMDS,4,"0,1,10,13,14,19",7,"1,10,2,2"
23,1532,506,MDS,4,"0,1,10,13,14,19",8,"1,10,14,14"
23,1533,506,NMDS,4,"0,1,10,13,14,19",9,"1,10,14,14"
23,1534,506,NMDS,4,"0,1,10,13,14,20",0,"1,8,4,4"
23,1535,506,NMDS,4,"0,1,10,13,14,20",1,"1,8,4,4"
23,1536,506,NMDS,4,"0,1,10,13,14,20",10,"1,8,4,4"
23,1537,506,NMDS,4,"0,1,10,13,14,20",11,"1,8,4,4"
23,1538,506,NMDS,4,"0,1,10,13,14,20",12,"1,12,1,12"
23,1539,506,MDS,4,"0,1,10,13,14,20",13,"1,8,4,4"
23,1540,506,NMDS,4,"0,1,10,13,14,20",14,"1,8,4,4"
23,1541,506,NMDS,4,"0,1,10,13,14,20",15,"1,8,4,4"
23,1542,506,MDS,4,"0,1,10,13,14,20",16,"1,21,22,22"
23,1543,506,MDS,4,"0,1,10,13,14,20",17,"1,2,16,16"
23,1544,506,MDS,4,"0,1,10,13,14,20",18,"1,8,4,4"
23,1545,506,MDS,4,"0,1,10,13,14,20",19,"1,22,11,11"
23,1546,506,NMDS,4,"0,1,10,13,14,20",2,"1,18,6,6"
23,1547,506,NMDS,4,"0,1,10,13,14,20",20,"1,11,17,17"
23,1548,506,NMDS,4,"0,1,10,13,14,20",21,"1,8,4,4"
23,1549,506,MDS,4,"0,1,10,13,14,20",22,"1,18,6,6"
23,1550,506,MDS,4,"0,1,10,13,14,20",3,"1,14,7,7"
23,1551,506,NMDS,4,"0,1,10,13,14,20",4,"1,8,4,4"
23,1552,506,NMDS,4,"0,1,10,13,14,20",5,"1,14,7,7"
23,1553,506,MDS,4,"0,1,10,13,14,20",6,"1,22,11,11"
23,1554,506,NMDS,4,"0,1,10,13,14,20",7,"1,17,21,21"
23,1555,506,NMDS,4,"0,1,10,13,14,20",8,"1,22,11,11"
23,1556,506,MDS,4,"0,1,10,13,14,20",9,"1,14,7,7"
23,1557,506,NMDS,4,"0,1,10,13,14,21",0,"1,9,16,16"
23,1558,506,NMDS,4,"0,1,10,13,14,21",1,"1,1,12,12"
23,1559,506,MDS,4,"0,1,10,13,14,21",10,"1,2,16,16"
23,1560,506,NMDS,4,"0,1,10,13,14,21",11,"1,1,12,12"
23,1561,506,NMDS,4,"0,1,10,13,14,21",12,"1,1,12,12"
23,1562,506,NMDS,4,"0,1,10,13,14,21",13,"1,9,16,16"
23,1563,506,NMDS,4,"0,1,10,13,14,21",14,"1,1,12,12"
23,1564,506,NMDS,4,"0,1,10,13,14,21",15,"1,1,12,12"
23,1565,506,MDS,4,"0,1,10,13,14,21",16,"1,9,16,16"
23,1566,506,MDS,4,"0,1,10,13,14,21",17,"1,11,17,17"
23,1567,506,MDS,4,"0,1,10,13,14,21",18,"1,11,17,17"
23,1568,506,MDS,4,"0,1,10,13,14,21",19,"1,5,17,17"
23,1569,506,NMDS,4,"0,1,10,13,14,21",2,"1,12,4,4"
23,1570,506,MDS,4,"0,1,10,13,14,21",20,"1,1,12,12"
23,1571,506,NMDS,4,"0,1,10,13,14,21",21,"1,1,12,12"
23,1572,506,NMDS,4,"0,1,10,13,14,21",22,"1,12,4,4"
23,1573,506,MDS,4,"0,1,10,13,14,21",3,"1,11,17,17"
23,1574,506,NMDS,4,"0,1,10,13,14,21",4,"1,1,12,12"
23,1575,506,NMDS,4,"0,1,10,13,14,21",5,"1,1,12,12"
23,1576,506,MDS,4,"0,1,10,13,14,21",6,"1,1,16,8"
23,1577,506,MDS,4,"0,1,10,13,14,21",7,"1,9,16,16"
23,1578,506,NMDS,4,"0,1,10,13,14,21",8,"1,9,16,16"
23,1579,506,NMDS,4,"0,1,10,13,14,21",9,"1,11,17,17"
23,1580,506,NMDS,4,"0,1,10,13,14,22",0,"1,13,12,12"
23,1581,506,NMDS,4,"0,1,10,13,14,22",1,"1,1,12,12"
23,1582,506,NMDS,4,"0,1,10,13,14,22",10,"1,1,12,12"
23,1583,506,NMDS,4,"0,1,10,13,14,22",11,"1,1,12,12"
23,1584,506,NMDS,4,"0,1,10,13,14,22",12,"1,1,12,12"
23,1585,506,NMDS,4,"0,1,10,13,14,22",13,"1,1,12,12"
23,1586,506,NMDS,4,"0,1,10,13,14,22",14,"1,1,12,12"
23,1587,506,NMDS,4,"0,1,10,13,14,22",15,"1,8,4,4"
23,1588,506,MDS,4,"0,1,10,13,14,22",16,"1,8,4,4"
23,1589,506,MDS,4,"0,1,10,13,14,22",17,"1,6,6,3"
23,1590,506,MDS,4,"0,1,10,13,14,22",18,"1,1,12,12"
23,1591,506,MDS,4,"0,1,10,13,14,22",19,"1,20,10,10"
