q,idx,orbit,type,rho,S,delta,firstHole
19,29,342,NMDS,4,"0,1,2,4,7,16",2,"1,1,11,11"
19,30,342,NMDS,4,"0,1,2,4,7,16",8,"1,17,12,12"
19,31,342,MDS,4,"0,1,2,4,7,16",14,"1,16,18,18"
19,32,342,NMDS,4,"0,1,2,4,7,16",1,"1,17,12,12"
19,33,342,NMDS,4,"0,1,2,4,7,16",7,"1,7,5,5"
19,34,342,NMDS,4,"0,1,2,4,7,16",13,"1,15,5,5"
19,35,342,NMDS,4,"0,1,2,4,7,16",0,"1,17,12,12"
19,36,342,NMDS,4,"0,1,2,4,7,16",6,"1,15,5,5"
19,37,342,NMDS,4,"0,1,2,4,7,16",12,"1,15,5,5"
19,38,342,NMDS,4,"0,1,2,4,7,16",18,"1,1,11,11"
19,39,342,MDS,4,"0,1,2,3,5,16",11,"1,9,3,3"
19,40,342,NMDS,4,"0,1,2,3,5,16",0,"1,17,15,17"
19,41,342,NMDS,4,"0,1,2,3,5,16",8,"1,8,9,9"
19,42,342,MDS,4,"0,1,2,3,5,16",16,"1,2,7,7"
19,43,342,NMDS,4,"0,1,2,3,5,16",5,"1,2,7,7"
19,44,342,MDS,4,"0,1,2,3,5,16",13,"1,13,14,14"
19,45,342,NMDS,4,"0,1,2,3,5,16",2,"1,2,7,7"
19,46,342,NMDS,4,"0,1,2,3,5,16",10,"1,9,3,3"
19,47,342,NMDS,4,"0,1,2,3,5,16",18,"1,3,15,15"
19,48,342,NMDS,4,"0,1,2,3,5,16",7,"1,2,7,7"
19,49,342,MDS,4,"0,1,2,3,5,16",15,"1,17,9,9"
19,50,342,NMDS,4,"0,1,2,3,5,16",4,"1,3,15,15"
19,51,342,MDS,4,"0,1,2,3,5,16",12,"1,2,7,7"
19,52,342,NMDS,4,"0,1,2,3,5,16",1,"1,17,9,9"
19,53,342,NMDS,4,"0,1,2,3,5,16",9,"1,9,3,3"
19,54,342,NMDS,4,"0,1,2,3,5,16",17,"1,1,5,5"
19,55,342,NMDS,4,"0,1,2,3,5,16",6,"1,2,7,7"
19,56,342,MDS,4,"0,1,2,3,5,16",14,"1,3,15,15"
19,57,342,NMDS,4,"0,1,2,3,5,16",3,"1,2,7,7"
19,58,342,NMDS,4,"0,1,10,12,14,18",5,"1,18,9,9"
19,59,342,MDS,4,"0,1,10,12,14,18",16,"1,14,7,7"
19,60,342,NMDS,4,"0,1,10,12,14,18",8,"1,9,7,7"
19,61,342,NMDS,4,"0,1,10,12,14,18",0,"1,18,6,6"
19,62,342,NMDS,4,"0,1,10,12,14,18",11,"1,14,7,7"
19,63,342,NMDS,4,"0,1,10,12,14,18",3,"1,14,7,7"
19,64,342,NMDS,4,"0,1,10,12,14,18",14,"1,12,6,6"
19,65,342,NMDS,4,"0,1,10,12,14,18",6,"1,12,6,6"
19,66,342,NMDS,4,"0,1,10,12,14,18",17,"1,16,7,7"
19,67,342,NMDS,4,"0,1,10,12,14,18",9,"1,9,7,7"
19,68,342,MDS,4,"0,1,10,12,14,18",1,"1,12,6,6"
19,69,342,NMDS,4,"0,1,10,12,14,18",12,"1,18,6,6"
19,70,342,NMDS,4,"0,1,10,12,14,18",4,"1,14,7,7"
19,71,342,NMDS,4,"0,1,10,12,14,18",15,"1,12,6,6"
19,72,342,NMDS,4,"0,1,10,12,14,18",7,"1,12,6,6"
19,73,342,MDS,4,"0,1,10,12,14,18",18,"1,14,2,7"
19,74,342,NMDS,4,"0,1,10,12,14,18",10,"1,14,7,7"
19,75,342,NMDS,4,"0,1,10,12,14,18",2,"1,14,7,7"
19,76,342,NMDS,4,"0,1,10,12,14,18",13,"1,14,7,7"
19,77,342,NMDS,4,"0,1,2,10,11,15",8,"1,8,4,4"
19,78,342,NMDS,4,"0,1,2,10,11,15",13,"1,1,10,10"
19,79,342,NMDS,4,"0,1,2,10,11,15",18,"1,5,8,8"
19,80,342,NMDS,4,"0,1,2,10,11,15",4,"1,8,4,4"
19,81,342,NMDS,4,"0,1,2,10,11,15",9,"1,5,8,8"
19,82,342,NMDS,4,"0,1,2,10,11,15",14,"1,10,16,16"
19,83,342,MDS,4,"0,1,2,10,11,15",0,"1,1,4,4"
19,84,342,MDS,4,"0,1,2,10,11,15",5,"1,8,4,4"
19,85,342,MDS,4,"0,1,2,10,11,15",10,"1,11,15,17"
19,86,342,MDS,4,"0,1,2,10,11,15",15,"1,1,10,10"
19,87,342,MDS,4,"0,1,2,10,11,15",1,"1,8,4,4"
19,88,342,NMDS,4,"0,1,2,10,11,15",6,"1,15,17,17"
19,89,342,NMDS,4,"0,1,2,10,11,15",11,"1,1,10,10"
19,90,342,NMDS,4,"0,1,2,10,11,15",16,"1,1,10,10"
19,91,342,NMDS,4,"0,1,2,10,11,15",2,"1,5,8,8"
19,92,342,NMDS,4,"0,1,2,10,11,15",7,"1,1,10,10"
19,93,342,NMDS,4,"0,1,2,10,11,15",12,"1,1,10,10"
19,94,342,NMDS,4,"0,1,2,10,11,15",17,"1,8,4,4"
19,95,342,NMDS,4,"0,1,2,10,11,15",3,"1,1,10,10"
19,96,342,NMDS,4,"0,1,11,12,13,17",17,"1,8,4,4"
19,97,342,MDS,4,"0,1,11,12,13,17",1,"1,13,14,14"
19,98,342,NMDS,4,"0,1,11,12,13,17",4,"1,1,10,10"
19,99,342,NMDS,4,"0,1,11,12,13,17",7,"1,8,4,4"
19,100,342,NMDS,4,"0,1,11,12,13,17",10,"1,1,10,10"
19,101,342,NMDS,4,"0,1,11,12,13,17",13,"1,1,10,10"
19,102,342,MDS,4,"0,1,11,12,13,17",16,"1,1,4,4"
19,103,342,MDS,4,"0,1,11,12,13,17",0,"1,18,9,9"
19,104,342,NMDS,4,"0,1,11,12,13,17",3,"1,1,4,4"
19,105,342,NMDS,4,"0,1,11,12,13,17",6,"1,1,10,10"
19,106,342,NMDS,4,"0,1,11,12,13,17",9,"1,1,10,10"
19,107,342,NMDS,4,"0,1,11,12,13,17",12,"1,14,13,13"
19,108,342,MDS,4,"0,1,11,12,13,17",15,"1,1,10,10"
19,109,342,NMDS,4,"0,1,11,12,13,17",18,"1,18,9,9"
19,110,342,NMDS,4,"0,1,11,12,13,17",2,"1,14,13,13"
19,111,342,NMDS,4,"0,1,11,12,13,17",5,"1,1,12,4"
19,112,342,MDS,4,"0,1,11,12,13,17",8,"1,14,13,13"
19,113,342,NMDS,4,"0,1,11,12,13,17",11,"1,8,4,4"
19,114,342,NMDS,4,"0,1,11,12,13,17",14,"1,1,5,5"
19,115,342,NMDS,4,"0,1,2,3,6,16",0,"1,9,14,14"
19,116,342,NMDS,4,"0,1,2,3,6,16",11,"1,7,9,9"
19,117,342,MDS,4,"0,1,2,3,6,16",13,"1,7,9,9"
19,118,342,NMDS,4,"0,1,2,3,6,16",2,"1,9,14,14"
19,119,342,NMDS,4,"0,1,2,3,6,16",4,"1,5,12,12"
19,120,342,NMDS,4,"0,1,2,3,6,16",3,"1,8,4,4"
19,121,342,NMDS,4,"0,1,2,3,6,16",1,"1,6,3,3"
19,122,342,NMDS,4,"0,1,2,3,6,16",10,"1,8,4,4"
19,123,342,MDS,4,"0,1,2,3,6,16",12,"1,8,4,4"
19,124,171,MDS,4,"0,1,2,3,6,16",14,"1,8,4,4"
19,125,342,NMDS,4,"0,1,10,11,13,17",11,"1,1,13,13"
19,126,342,MDS,4,"0,1,10,11,13,17",16,"1,13,4,4"
19,127,342,NMDS,4,"0,1,10,11,13,17",10,"1,3,11,11"
19,128,342,NMDS,4,"0,1,10,11,13,17",5,"1,8,4,4"
19,129,342,NMDS,4,"0,1,10,11,13,17",15,"1,13,17,17"
19,130,342,NMDS,4,"0,1,10,11,13,17",12,"1,3,11,11"
19,131,342,NMDS,4,"0,1,10,11,13,17",6,"1,3,11,11"
19,132,342,NMDS,4,"0,1,10,11,13,17",0,"1,8,4,4"
19,133,342,MDS,4,"0,1,10,11,13,17",1,"1,3,11,11"
19,134,171,MDS,4,"0,1,10,11,13,17",7,"1,2,4,2"
19,135,342,NMDS,4,"0,1,12,13,14,18",11,"1,12,4,4"
19,136,342,NMDS,4,"0,1,12,13,14,18",13,"1,16,8,8"
19,137,342,MDS,4,"0,1,12,13,14,18",17,"1,1,5,5"
19,138,342,MDS,4,"0,1,12,13,14,18",18,"1,1,4,4"
19,139,342,NMDS,4,"0,1,12,13,14,18",14,"1,18,6,6"
19,140,171,MDS,4,"0,1,12,13,14,18",10,"1,8,4,4"
19,141,342,NMDS,4,"0,1,12,13,14,18",15,"1,16,8,8"
19,142,342,NMDS,4,"0,1,12,13,14,18",0,"1,8,4,4"
19,143,342,MDS,4,"0,1,12,13,14,18",16,"1,15,5,5"
19,144,342,NMDS,4,"0,1,12,13,14,18",12,"1,8,4,4"
19,145,342,NMDS,4,"0,1,10,13,14,17",11,"1,14,11,11"
19,146,342,NMDS,4,"0,1,10,13,14,17",18,"1,15,5,5"
19,147,342,NMDS,4,"0,1,10,13,14,17",6,"1,12,4,4"
19,148,342,NMDS,4,"0,1,10,13,14,17",13,"1,15,5,5"
19,149,342,MDS,4,"0,1,10,13,14,17",1,"1,12,4,4"
19,150,342,NMDS,4,"0,1,10,13,14,17",8,"1,2,13,13"
19,151,342,NMDS,4,"0,1,10,13,14,17",15,"1,12,4,4"
19,152,342,NMDS,4,"0,1,10,13,14,17",3,"1,15,5,5"
19,153,342,MDS,4,"0,1,10,13,14,17",10,"1,9,4,4"
19,154,342,MDS,4,"0,1,10,13,14,17",17,"1,15,5,5"
19,155,342,NMDS,4,"0,1,10,13,14,17",5,"1,15,5,5"
19,156,342,NMDS,4,"0,1,10,13,14,17",12,"1,4,8,4"
19,157,342,MDS,4,"0,1,10,13,14,17",0,"1,4,7,7"
19,158,342,MDS,4,"0,1,10,13,14,17",7,"1,14,11,11"
19,159,342,NMDS,4,"0,1,10,13,14,17",14,"1,15,5,5"
19,160,342,NMDS,4,"0,1,10,13,14,17",2,"1,2,13,13"
19,161,342,NMDS,4,"0,1,10,13,14,17",9,"1,15,5,5"
19,162,342,MDS,4,"0,1,10,13,14,17",16,"1,12,4,4"
19,163,342,NMDS,4,"0,1,10,13,14,17",4,"1,14,11,11"
19,164,342,NMDS,4,"0,1,10,12,13,16",4,"1,1,13,13"
19,165,342,NMDS,4,"0,1,10,12,13,16",7,"1,8,4,4"
19,166,342,NMDS,4,"0,1,10,12,13,16",10,"1,8,4,4"
19,167,342,NMDS,4,"0,1,10,12,13,16",13,"1,6,2,2"
19,168,342,NMDS,4,"0,1,10,12,13,16",16,"1,1,13,13"
19,169,342,NMDS,4,"0,1,10,12,13,16",0,"1,13,16,16"
19,170,342,NMDS,4,"0,1,10,12,13,16",3,"1,12,4,4"
19,171,342,NMDS,4,"0,1,10,12,13,16",6,"1,12,4,4"
19,172,342,NMDS,4,"0,1,10,12,13,16",9,"1,13,16,16"
19,173,342,MDS,4,"0,1,10,12,13,16",12,"1,13,16,16"
19,174,342,MDS,4,"0,1,10,12,13,16",15,"1,1,4,4"
19,175,342,MDS,4,"0,1,10,12,13,16",18,"1,5,16,16"
19,176,342,MDS,4,"0,1,10,12,13,16",2,"1,8,4,4"
19,177,342,NMDS,4,"0,1,10,12,13,16",5,"1,8,4,4"
19,178,342,NMDS,4,"0,1,10,12,13,16",8,"1,13,16,16"
19,179,342,NMDS,4,"0,1,10,12,13,16",11,"1,8,4,4"
19,180,342,NMDS,4,"0,1,10,12,13,16",14,"1,5,5,12"
19,181,342,NMDS,4,"0,1,10,12,13,16",17,"1,8,4,4"
19,182,342,NMDS,4,"0,1,10,12,13,16",1,"1,6,2,2"
19,183,342,NMDS,4,"0,1,10,12,14,16",12,"1,4,2,2"
19,184,342,NMDS,4,"0,1,10,12,14,16",2,"1,1,10,10"
19,185,342,NMDS,4,"0,1,10,12,14,16",11,"1,17,6,6"
19,186,342,MDS,4,"0,1,10,12,14,16",1,"1,2,8,2"
19,187,342,NMDS,4,"0,1,10,12,14,16",10,"1,4,2,2"
19,188,342,NMDS,4,"0,1,10,12,14,16",0,"1,3,12,12"
19,189,342,NMDS,4,"0,1,10,12,14,16",9,"1,1,16,16"
19,190,342,MDS,4,"0,1,10,12,14,16",18,"1,1,10,10"
19,191,342,NMDS,4,"0,1,10,12,14,16",8,"1,1,10,10"
19,192,342,NMDS,4,"0,1,10,12,14,16",17,"1,1,10,10"
19,193,342,NMDS,4,"0,1,10,12,14,16",7,"1,1,10,10"
19,194,342,MDS,4,"0,1,10,12,14,16",16,"1,2,8,8"
19,195,342,NMDS,4,"0,1,10,12,14,16",6,"1,7,9,9"
19,196,342,NMDS,4,"0,1,10,12,14,16",15,"1,1,10,10"
19,197,342,NMDS,4,"0,1,10,12,14,16",5,"1,1,10,10"
19,198,342,MDS,4,"0,1,10,12,14,16",14,"1,1,16,16"
19,199,342,NMDS,4,"0,1,10,12,14,16",4,"1,1,10,10"
19,200,342,NMDS,4,"0,1,10,12,14,16",13,"1,18,9,9"
19,201,342,NMDS,4,"0,1,10,12,14,16",3,"1,12,6,6"
19,202,342,MDS,4,"0,1,10,11,12,18",6,"1,15,17,17"
19,203,342,NMDS,4,"0,1,10,11,12,18",0,"1,1,10,10"
19,204,342,NMDS,4,"0,1,10,11,12,18",11,"1,7,17,17"
19,205,342,MDS,4,"0,1,10,11,12,18",16,"1,16,10,16"
19,206,342,NMDS,4,"0,1,10,11,12,18",5,"1,1,10,10"
19,207,342,NMDS,4,"0,1,10,11,12,18",1,"1,14,7,7"
19,208,342,NMDS,4,"0,1,10,11,12,18",12,"1,1,10,10"
19,209,342,NMDS,4,"0,1,10,11,12,18",10,"1,1,10,10"
19,210,342,MDS,4,"0,1,10,11,12,18",15,"1,15,17,17"
19,211,171,MDS,4,"0,1,10,11,12,18",7,"1,15,17,17"
19,212,342,NMDS,4,"0,1,10,16,17,18",8,"1,10,5,5"
19,213,342,MDS,4,"0,1,10,16,17,18",4,"1,16,5,5"
19,214,342,NMDS,4,"0,1,10,16,17,18",0,"1,10,5,5"
19,215,342,NMDS,4,"0,1,10,16,17,18",15,"1,1,10,10"
19,216,342,NMDS,4,"0,1,10,16,17,18",11,"1,13,13,16"
19,217,342,NMDS,4,"0,1,10,16,17,18",7,"1,1,10,10"
19,218,342,MDS,4,"0,1,10,16,17,18",3,"1,14,7,7"
19,219,342,NMDS,4,"0,1,10,16,17,18",18,"1,1,10,10"
19,220,342,NMDS,4,"0,1,10,16,17,18",14,"1,1,10,10"
19,221,342,NMDS,4,"0,1,10,16,17,18",10,"1,14,7,7"
19,222,342,NMDS,4,"0,1,10,16,17,18",6,"1,14,13,13"
19,223,342,MDS,4,"0,1,10,16,17,18",2,"1,18,14,14"
19,224,342,NMDS,4,"0,1,10,16,17,18",17,"1,1,10,10"
19,225,342,NMDS,4,"0,1,10,16,17,18",13,"1,16,5,5"
19,226,342,NMDS,4,"0,1,10,16,17,18",9,"1,1,10,10"
19,227,342,NMDS,4,"0,1,10,16,17,18",5,"1,14,13,13"
19,228,342,MDS,4,"0,1,10,16,17,18",1,"1,10,5,5"
19,229,342,NMDS,4,"0,1,10,16,17,18",16,"1,10,5,5"
19,230,342,MDS,4,"0,1,10,16,17,18",12,"1,14,13,13"
19,231,342,NMDS,4,"0,1,10,12,13,17",13,"1,7,5,5"
19,232,342,MDS,4,"0,1,10,12,13,17",0,"1,10,5,5"
19,233,342,NMDS,4,"0,1,10,12,13,17",6,"1,10,5,5"
19,234,342,NMDS,4,"0,1,10,12,13,17",12,"1,5,12,12"
19,235,342,NMDS,4,"0,1,10,12,13,17",18,"1,15,11,15"
19,236,342,NMDS,4,"0,1,10,12,13,17",5,"1,13,17,17"
19,237,342,NMDS,4,"0,1,10,12,13,17",11,"1,13,17,17"
19,238,342,MDS,4,"0,1,10,12,13,17",17,"1,5,8,8"
19,239,342,NMDS,4,"0,1,10,12,13,17",4,"1,10,5,5"
19,240,342,NMDS,4,"0,1,10,12,13,17",10,"1,5,12,12"
19,241,342,NMDS,4,"0,1,10,12,13,17",16,"1,5,12,12"
19,242,342,NMDS,4,"0,1,10,12,13,17",3,"1,5,12,12"
19,243,342,NMDS,4,"0,1,10,12,13,17",9,"1,13,17,17"
19,244,342,MDS,4,"0,1,10,12,13,17",15,"1,10,5,5"
19,245,342,NMDS,4,"0,1,10,12,13,17",2,"1,7,15,15"
19,246,342,NMDS,4,"0,1,10,12,13,17",8,"1,10,5,5"
19,247,342,NMDS,4,"0,1,10,12,13,17",14,"1,10,5,5"
19,248,342,NMDS,4,"0,1,10,12,13,17",1,"1,13,17,17"
19,249,342,NMDS,4,"0,1,10,12,13,17",7,"1,5,12,12"
19,250,342,NMDS,4,"0,1,10,11,12,13",4,"1,15,17,17"
19,251,342,NMDS,4,"0,1,10,11,12,13",13,"1,11,15,15"
19,252,342,NMDS,4,"0,1,10,11,12,13",3,"1,15,17,17"
19,253,342,NMDS,4,"0,1,10,11,12,13",12,"1,11,15,15"
19,254,342,NMDS,4,"0,1,10,11,12,13",2,"1,3,14,14"
19,255,342,NMDS,4,"0,1,10,11,12,13",11,"1,16,2,2"
19,256,342,MDS,4,"0,1,10,11,12,13",1,"1,11,15,15"
19,257,342,MDS,4,"0,1,10,11,12,13",10,"1,15,17,17"
19,258,342,MDS,4,"0,1,10,11,12,13",0,"1,15,17,17"
19,259,342,MDS,4,"0,1,10,11,12,13",9,"1,15,17,17"
19,260,342,MDS,4,"0,1,10,11,12,13",18,"1,7,14,14"
19,261,342,MDS,4,"0,1,10,11,12,13",8,"1,3,14,14"
19,262,342,NMDS,4,"0,1,10,11,12,13",17,"1,15,17,17"
19,263,342,NMDS,4,"0,1,10,11,12,13",7,"1,2,5,5"
19,264,342,NMDS,4,"0,1,10,11,12,13",16,"1,11,15,15"
19,265,342,NMDS,4,"0,1,10,11,12,13",6,"1,7,7,16"
19,266,342,NMDS,4,"0,1,10,11,12,13",15,"1,3,14,14"
19,267,342,NMDS,4,"0,1,10,11,12,13",5,"1,15,17,17"
19,268,342,NMDS,4,"0,1,10,11,12,13",14,"1,15,17,17"
19,269,342,NMDS,4,"0,1,10,14,17,18",6,"1,10,5,5"
19,270,342,NMDS,4,"0,1,10,14,17,18",10,"1,1,10,10"
19,271,342,NMDS,4,"0,1,10,14,17,18",14,"1,10,5,5"
19,272,342,NMDS,4,"0,1,10,14,17,18",18,"1,18,8,9"
19,273,342,NMDS,4,"0,1,10,14,17,18",3,"1,1,10,10"
19,274,342,NMDS,4,"0,1,10,14,17,18",7,"1,7,13,13"
19,275,342,NMDS,4,"0,1,10,14,17,18",11,"1,7,13,13"
19,276,342,NMDS,4,"0,1,10,14,17,18",15,"1,1,10,10"
19,277,342,NMDS,4,"0,1,10,14,17,18",0,"1,1,10,10"
19,278,342,NMDS,4,"0,1,10,14,17,18",4,"1,1,10,10"
19,279,342,NMDS,4,"0,1,10,14,17,18",8,"1,7,13,13"
19,280,342,NMDS,4,"0,1,10,14,17,18",12,"1,1,10,10"
19,281,342,NMDS,4,"0,1,10,14,17,18",16,"1,7,13,13"
19,282,342,MDS,4,"0,1,10,14,17,18",1,"1,1,16,16"
19,283,342,NMDS,4,"0,1,10,14,17,18",5,"1,12,4,4"
19,284,342,NMDS,4,"0,1,10,14,17,18",9,"1,10,16,16"
19,285,342,NMDS,4,"0,1,10,14,17,18",13,"1,7,13,13"
19,286,342,NMDS,4,"0,1,10,14,17,18",17,"1,1,10,10"
19,287,342,MDS,4,"0,1,10,14,17,18",2,"1,1,16,16"
19,288,342,NMDS,4,"0,1,11,13,16,18",2,"1,11,15,15"
19,289,342,NMDS,4,"0,1,11,13,16,18",5,"1,1,10,10"
19,290,342,NMDS,4,"0,1,11,13,16,18",8,"1,5,4,4"
19,291,342,NMDS,4,"0,1,11,13,16,18",11,"1,1,10,10"
19,292,342,NMDS,4,"0,1,11,13,16,18",14,"1,16,4,4"
19,293,342,NMDS,4,"0,1,11,13,16,18",17,"1,1,10,10"
19,294,342,MDS,4,"0,1,11,13,16,18",1,"1,1,10,10"
19,295,342,NMDS,4,"0,1,11,13,16,18",4,"1,4,7,7"
19,296,342,NMDS,4,"0,1,11,13,16,18",7,"1,11,15,15"
19,297,342,NMDS,4,"0,1,11,13,16,18",10,"1,1,10,10"
19,298,342,NMDS,4,"0,1,11,13,16,18",13,"1,11,15,15"
19,299,342,NMDS,4,"0,1,11,13,16,18",16,"1,11,15,15"
19,300,342,NMDS,4,"0,1,11,13,16,18",0,"1,5,4,4"
19,301,342,MDS,4,"0,1,11,13,16,18",3,"1,4,10,10"
19,302,342,NMDS,4,"0,1,11,13,16,18",6,"1,8,4,4"
19,303,342,NMDS,4,"0,1,11,13,16,18",9,"1,8,4,4"
19,304,342,NMDS,4,"0,1,11,13,16,18",12,"1,1,10,10"
19,305,342,NMDS,4,"0,1,11,13,16,18",15,"1,13,13,16"
19,306,342,MDS,4,"0,1,11,13,16,18",18,"1,1,10,10"
19,307,342,NMDS,4,"0,1,14,15,16,18",17,"1,5,17,12"
19,308,342,NMDS,4,"0,1,14,15,16,18",12,"1,16,18,18"
19,309,342,NMDS,4,"0,1,14,15,16,18",11,"1,10,5,5"
19,310,342,MDS,4,"0,1,14,15,16,18",18,"1,16,4,4"
19,311,342,MDS,4,"0,1,14,15,16,18",2,"1,3,11,11"
19,312,342,MDS,4,"0,1,14,15,16,18",1,"1,7,13,13"
19,313,342,MDS,4,"0,1,14,15,16,18",3,"1,10,5,5"
19,314,342,NMDS,4,"0,1,14,15,16,18",0,"1,10,5,5"
19,315,342,NMDS,4,"0,1,14,15,16,18",10,"1,10,5,5"
19,316,171,NMDS,4,"0,1,14,15,16,18",13,"1,7,13,13"
19,317,342,NMDS,4,"0,1,10,14,15,18",11,"1,13,16,16"
19,318,342,NMDS,4,"0,1,10,14,15,18",4,"1,13,16,16"
19,319,342,NMDS,4,"0,1,10,14,15,18",16,"1,13,16,16"
19,320,342,NMDS,4,"0,1,10,14,15,18",9,"1,15,5,5"
19,321,342,MDS,4,"0,1,10,14,15,18",2,"1,15,5,5"
19,322,342,NMDS,4,"0,1,10,14,15,18",14,"1,5,12,12"
19,323,342,NMDS,4,"0,1,10,14,15,18",7,"1,5,12,12"
19,324,342,NMDS,4,"0,1,10,14,15,18",0,"1,15,17,17"
19,325,342,MDS,4,"0,1,10,14,15,18",12,"1,13,16,16"
19,326,342,NMDS,4,"0,1,10,14,15,18",5,"1,13,16,16"
19,327,342,MDS,4,"0,1,10,14,15,18",17,"1,13,16,16"
19,328,342,NMDS,4,"0,1,10,14,15,18",10,"1,9,3,3"
19,329,342,MDS,4,"0,1,10,14,15,18",3,"1,13,16,16"
19,330,342,NMDS,4,"0,1,10,14,15,18",15,"1,5,12,12"
19,331,342,MDS,4,"0,1,10,14,15,18",8,"1,16,4,4"
19,332,342,NMDS,4,"0,1,10,14,15,18",1,"1,16,4,4"
19,333,342,NMDS,4,"0,1,10,14,15,18",13,"1,16,5,8"
19,334,342,NMDS,4,"0,1,10,14,15,18",6,"1,13,16,16"
19,335,342,MDS,4,"0,1,10,14,15,18",18,"1,5,12,12"
19,336,342,NMDS,4,"0,1,2,5,12,13",11,"1,11,15,15"
19,337,342,MDS,4,"0,1,2,5,12,13",10,"1,11,15,15"
19,338,114,NMDS,4,"0,1,2,5,12,13",7,"1,5,5,12"
19,339,342,MDS,4,"0,1,2,5,12,13",12,"1,8,2,2"
19,340,342,NMDS,4,"0,1,2,5,12,13",1,"1,3,15,15"
19,341,342,NMDS,4,"0,1,2,5,12,13",14,"1,11,15,15"
19,342,342,NMDS,4,"0,1,2,5,12,13",0,"1,8,2,2"
19,343,342,NMDS,4,"0,1,10,11,12,15",9,"1,13,17,17"
19,344,342,NMDS,4,"0,1,10,11,12,15",4,"1,4,2,2"
19,345,342,NMDS,4,"0,1,10,11,12,15",18,"1,1,10,10"
19,346,342,NMDS,4,"0,1,10,11,12,15",13,"1,1,10,10"
19,347,342,NMDS,4,"0,1,10,11,12,15",8,"1,4,2,2"
19,348,342,NMDS,4,"0,1,10,11,12,15",3,"1,1,10,10"
19,349,342,NMDS,4,"0,1,10,11,12,15",17,"1,1,10,10"
19,350,342,NMDS,4,"0,1,10,11,12,15",12,"1,1,10,10"
19,351,342,NMDS,4,"0,1,10,11,12,15",7,"1,4,2,2"
19,352,342,NMDS,4,"0,1,10,11,12,15",2,"1,9,17,17"
19,353,342,NMDS,4,"0,1,10,11,12,15",16,"1,1,12,12"
19,354,342,NMDS,4,"0,1,10,11,12,15",11,"1,13,1,13"
19,355,342,NMDS,4,"0,1,10,11,12,15",6,"1,1,10,10"
19,356,342,MDS,4,"0,1,10,11,12,15",1,"1,4,2,2"
19,357,342,MDS,4,"0,1,10,11,12,15",15,"1,14,7,7"
19,358,342,MDS,4,"0,1,10,11,12,15",10,"1,1,10,10"
19,359,342,NMDS,4,"0,1,10,11,12,15",5,"1,7,9,9"
19,360,342,NMDS,4,"0,1,10,11,12,15",0,"1,16,7,7"
19,361,342,NMDS,4,"0,1,10,11,12,15",14,"1,1,10,10"
19,362,342,MDS,4,"0,1,10,11,13,15",13,"1,1,11,11"
19,363,342,NMDS,4,"0,1,10,11,13,15",11,"1,11,10,10"
19,364,342,NMDS,4,"0,1,10,11,13,15",9,"1,15,5,5"
19,365,342,NMDS,4,"0,1,10,11,13,15",7,"1,2,4,2"
19,366,342,NMDS,4,"0,1,10,11,13,15",5,"1,15,5,5"
19,367,342,NMDS,4,"0,1,10,11,13,15",3,"1,16,5,5"
19,368,342,NMDS,4,"0,1,10,11,13,15",1,"1,11,10,10"
19,369,342,MDS,4,"0,1,10,11,13,15",18,"1,11,10,10"
