q,idx,orbit,type,rho,S,delta,firstHole
31,89,930,NMDS,4,"0,1,10,11,12,15",5,"1,1,16,16"
31,90,930,NMDS,4,"0,1,10,11,12,15",6,"1,1,16,16"
31,91,930,NMDS,4,"0,1,10,11,12,15",7,"1,1,16,16"
31,92,930,MDS,4,"0,1,10,11,12,15",8,"1,1,16,16"
31,93,930,MDS,4,"0,1,10,11,12,15",9,"1,16,8,8"
31,94,930,MDS,4,"0,1,10,11,12,16",0,"1,22,21,21"
31,95,930,MDS,4,"0,1,10,11,12,16",1,"1,2,16,16"
31,96,930,MDS,4,"0,1,10,11,12,16",10,"1,2,16,16"
31,97,930,NMDS,4,"0,1,10,11,12,16",11,"1,9,8,8"
31,98,930,NMDS,4,"0,1,10,11,12,16",12,"1,2,16,16"
31,99,930,NMDS,4,"0,1,10,11,12,16",13,"1,9,8,8"
31,100,930,MDS,4,"0,1,10,11,12,16",14,"1,24,11,11"
31,101,930,MDS,4,"0,1,10,11,12,16",15,"1,6,17,17"
31,102,930,MDS,4,"0,1,10,11,12,16",16,"1,2,16,16"
31,103,930,NMDS,4,"0,1,10,11,12,16",17,"1,2,16,16"
31,104,930,MDS,4,"0,1,10,11,12,16",18,"1,9,8,8"
31,105,930,MDS,4,"0,1,10,11,12,16",19,"1,22,21,21"
31,106,930,NMDS,4,"0,1,10,11,12,16",2,"1,2,16,16"
31,107,930,MDS,4,"0,1,10,11,12,16",20,"1,22,21,21"
31,108,930,NMDS,4,"0,1,10,11,12,16",21,"1,2,16,16"
31,109,930,NMDS,4,"0,1,10,11,12,16",22,"1,2,16,16"
31,110,930,NMDS,4,"0,1,10,11,12,16",23,"1,18,20,20"
31,111,930,NMDS,4,"0,1,10,11,12,16",24,"1,18,17,16"
31,112,930,MDS,4,"0,1,10,11,12,16",25,"1,2,16,16"
31,113,930,NMDS,4,"0,1,10,11,12,16",26,"1,2,16,16"
31,114,930,NMDS,4,"0,1,10,11,12,16",27,"1,2,16,16"
31,115,930,NMDS,4,"0,1,10,11,12,16",28,"1,2,16,16"
31,116,930,NMDS,4,"0,1,10,11,12,16",29,"1,22,21,21"
31,117,930,MDS,4,"0,1,10,11,12,16",3,"1,2,16,16"
31,118,930,MDS,4,"0,1,10,11,12,16",30,"1,2,16,16"
31,119,930,MDS,4,"0,1,10,11,12,16",4,"1,2,16,16"
31,120,930,MDS,4,"0,1,10,11,12,16",5,"1,2,16,16"
31,121,930,NMDS,4,"0,1,10,11,12,16",6,"1,22,21,21"
31,122,930,NMDS,4,"0,1,10,11,12,16",7,"1,2,16,16"
31,123,930,NMDS,4,"0,1,10,11,12,16",8,"1,22,21,21"
31,124,930,MDS,4,"0,1,10,11,12,16",9,"1,1,8,8"
31,125,930,MDS,4,"0,1,10,11,12,17",0,"1,22,28,28"
31,126,930,MDS,4,"0,1,10,11,12,17",1,"1,3,17,17"
31,127,930,MDS,4,"0,1,10,11,12,17",10,"1,3,17,17"
31,128,930,NMDS,4,"0,1,10,11,12,17",11,"1,1,16,16"
31,129,930,NMDS,4,"0,1,10,11,12,17",12,"1,1,16,16"
31,130,930,NMDS,4,"0,1,10,11,12,17",13,"1,17,16,16"
31,131,930,MDS,4,"0,1,10,11,12,17",14,"1,1,16,16"
31,132,930,MDS,4,"0,1,10,11,12,17",15,"1,2,3,1"
31,133,930,MDS,4,"0,1,10,11,12,17",16,"1,1,16,16"
31,134,930,MDS,4,"0,1,10,11,12,17",17,"1,1,16,16"
31,135,930,NMDS,4,"0,1,10,11,12,17",18,"1,1,16,16"
31,136,930,MDS,4,"0,1,10,11,12,17",19,"1,18,9,9"
31,137,930,NMDS,4,"0,1,10,11,12,17",2,"1,1,16,16"
31,138,930,MDS,4,"0,1,10,11,12,17",20,"1,1,16,16"
31,139,930,NMDS,4,"0,1,10,11,12,17",21,"1,18,9,9"
31,140,930,NMDS,4,"0,1,10,11,12,17",22,"1,1,16,16"
31,141,930,NMDS,4,"0,1,10,11,12,17",23,"1,1,16,16"
31,142,930,NMDS,4,"0,1,10,11,12,17",24,"1,1,16,16"
31,143,930,MDS,4,"0,1,10,11,12,17",25,"1,1,16,16"
31,144,930,MDS,4,"0,1,10,11,12,17",26,"1,18,9,9"
31,145,930,NMDS,4,"0,1,10,11,12,17",27,"1,17,16,16"
31,146,930,NMDS,4,"0,1,10,11,12,17",28,"1,1,16,16"
31,147,930,NMDS,4,"0,1,10,11,12,17",29,"1,3,17,17"
31,148,930,MDS,4,"0,1,10,11,12,17",3,"1,1,16,16"
31,149,930,NMDS,4,"0,1,10,11,12,17",30,"1,1,16,16"
31,150,930,MDS,4,"0,1,10,11,12,17",4,"1,1,8,8"
31,151,930,MDS,4,"0,1,10,11,12,17",5,"1,18,9,9"
31,152,930,MDS,4,"0,1,10,11,12,17",6,"1,1,16,16"
31,153,930,NMDS,4,"0,1,10,11,12,17",7,"1,18,9,9"
31,154,930,NMDS,4,"0,1,10,11,12,17",8,"1,1,16,16"
31,155,930,NMDS,4,"0,1,10,11,12,17",9,"1,1,16,16"
31,156,930,NMDS,4,"0,1,10,11,12,18",0,"1,17,16,16"
31,157,930,MDS,4,"0,1,10,11,12,18",1,"1,24,8,8"
31,158,930,NMDS,4,"0,1,10,11,12,18",10,"1,17,16,16"
31,159,930,NMDS,4,"0,1,10,11,12,18",11,"1,17,16,16"
31,160,930,NMDS,4,"0,1,10,11,12,18",12,"1,17,16,16"
31,161,930,NMDS,4,"0,1,10,11,12,18",13,"1,17,16,16"
31,162,930,MDS,4,"0,1,10,11,12,18",14,"1,5,12,12"
31,163,930,MDS,4,"0,1,10,11,12,18",15,"1,17,16,16"
31,164,930,MDS,4,"0,1,10,11,12,18",16,"1,17,16,16"
31,165,930,MDS,4,"0,1,10,11,12,18",17,"1,2,16,16"
31,166,930,MDS,4,"0,1,10,11,12,18",18,"1,1,21,21"
31,167,930,NMDS,4,"0,1,10,11,12,18",19,"1,1,21,21"
31,168,930,NMDS,4,"0,1,10,11,12,18",2,"1,1,21,21"
31,169,930,MDS,4,"0,1,10,11,12,18",20,"1,1,21,21"
31,170,930,NMDS,4,"0,1,10,11,12,18",21,"1,17,16,16"
31,171,930,NMDS,4,"0,1,10,11,12,18",22,"1,2,3,1"
31,172,930,NMDS,4,"0,1,10,11,12,18",23,"1,17,16,16"
31,173,930,NMDS,4,"0,1,10,11,12,18",24,"1,17,16,16"
31,174,930,MDS,4,"0,1,10,11,12,18",25,"1,17,16,16"
31,175,930,MDS,4,"0,1,10,11,12,18",26,"1,2,16,16"
31,176,930,MDS,4,"0,1,10,11,12,18",27,"1,2,16,16"
31,177,930,NMDS,4,"0,1,10,11,12,18",28,"1,17,16,16"
31,178,930,NMDS,4,"0,1,10,11,12,18",29,"1,17,16,16"
31,179,930,MDS,4,"0,1,10,11,12,18",3,"1,17,16,16"
31,180,930,NMDS,4,"0,1,10,11,12,18",30,"1,1,21,21"
31,181,930,MDS,4,"0,1,10,11,12,18",4,"1,7,25,25"
31,182,930,MDS,4,"0,1,10,11,12,18",5,"1,17,16,16"
31,183,930,MDS,4,"0,1,10,11,12,18",6,"1,1,21,21"
31,184,930,MDS,4,"0,1,10,11,12,18",7,"1,17,16,16"
31,185,930,NMDS,4,"0,1,10,11,12,18",8,"1,17,16,16"
31,186,930,NMDS,4,"0,1,10,11,12,18",9,"1,17,16,16"
31,187,930,NMDS,4,"0,1,10,11,12,19",0,"1,17,16,16"
31,188,930,NMDS,4,"0,1,10,11,12,19",1,"1,17,16,16"
31,189,930,NMDS,4,"0,1,10,11,12,19",10,"1,17,16,16"
31,190,930,NMDS,4,"0,1,10,11,12,19",11,"1,17,16,16"
31,191,930,NMDS,4,"0,1,10,11,12,19",12,"1,17,16,16"
31,192,930,NMDS,4,"0,1,10,11,12,19",13,"1,17,16,16"
31,193,930,MDS,4,"0,1,10,11,12,19",14,"1,2,16,16"
31,194,930,MDS,4,"0,1,10,11,12,19",15,"1,17,16,16"
31,195,930,MDS,4,"0,1,10,11,12,19",16,"1,17,16,16"
31,196,930,MDS,4,"0,1,10,11,12,19",17,"1,12,21,21"
31,197,930,MDS,4,"0,1,10,11,12,19",18,"1,13,25,25"
31,198,930,MDS,4,"0,1,10,11,12,19",19,"1,1,21,21"
31,199,930,NMDS,4,"0,1,10,11,12,19",2,"1,1,21,21"
31,200,930,NMDS,4,"0,1,10,11,12,19",20,"1,1,21,21"
31,201,930,NMDS,4,"0,1,10,11,12,19",21,"1,2,16,16"
31,202,930,NMDS,4,"0,1,10,11,12,19",22,"1,17,16,16"
31,203,930,NMDS,4,"0,1,10,11,12,19",23,"1,17,16,16"
31,204,930,NMDS,4,"0,1,10,11,12,19",24,"1,17,16,16"
31,205,930,MDS,4,"0,1,10,11,12,19",25,"1,17,16,16"
31,206,930,MDS,4,"0,1,10,11,12,19",26,"1,17,16,16"
31,207,930,MDS,4,"0,1,10,11,12,19",27,"1,1,21,21"
31,208,930,MDS,4,"0,1,10,11,12,19",28,"1,17,16,16"
31,209,930,NMDS,4,"0,1,10,11,12,19",29,"1,1,21,21"
31,210,930,MDS,4,"0,1,10,11,12,19",3,"1,6,16,26"
31,211,930,NMDS,4,"0,1,10,11,12,19",30,"1,1,21,21"
31,212,930,MDS,4,"0,1,10,11,12,19",4,"1,2,16,16"
31,213,930,MDS,4,"0,1,10,11,12,19",5,"1,17,16,16"
31,214,930,MDS,4,"0,1,10,11,12,19",6,"1,27,9,9"
31,215,930,MDS,4,"0,1,10,11,12,19",7,"1,17,16,16"
31,216,930,MDS,4,"0,1,10,11,12,19",8,"1,17,16,16"
31,217,930,NMDS,4,"0,1,10,11,12,19",9,"1,17,16,16"
31,218,930,NMDS,4,"0,1,10,11,12,20",0,"1,13,25,25"
31,219,930,NMDS,4,"0,1,10,11,12,20",1,"1,24,12,12"
31,220,930,NMDS,4,"0,1,10,11,12,20",10,"1,24,12,12"
31,221,930,NMDS,4,"0,1,10,11,12,20",11,"1,16,8,8"
31,222,930,NMDS,4,"0,1,10,11,12,20",12,"1,24,12,12"
31,223,930,NMDS,4,"0,1,10,11,12,20",13,"1,2,3,1"
31,224,930,MDS,4,"0,1,10,11,12,20",14,"1,24,12,12"
31,225,930,MDS,4,"0,1,10,11,12,20",15,"1,16,8,8"
31,226,930,MDS,4,"0,1,10,11,12,20",16,"1,21,7,7"
31,227,930,MDS,4,"0,1,10,11,12,20",17,"1,16,8,8"
31,228,930,MDS,4,"0,1,10,11,12,20",18,"1,16,8,8"
31,229,930,MDS,4,"0,1,10,11,12,20",19,"1,24,12,12"
31,230,930,NMDS,4,"0,1,10,11,12,20",2,"1,16,8,8"
31,231,930,MDS,4,"0,1,10,11,12,20",20,"1,16,8,8"
31,232,930,NMDS,4,"0,1,10,11,12,20",21,"1,16,8,8"
31,233,930,NMDS,4,"0,1,10,11,12,20",22,"1,16,8,8"
31,234,930,NMDS,4,"0,1,10,11,12,20",23,"1,16,8,8"
31,235,930,NMDS,4,"0,1,10,11,12,20",24,"1,16,8,8"
31,236,930,MDS,4,"0,1,10,11,12,20",25,"1,13,25,25"
31,237,930,MDS,4,"0,1,10,11,12,20",26,"1,16,8,8"
31,238,930,MDS,4,"0,1,10,11,12,20",27,"1,24,12,12"
31,239,930,MDS,4,"0,1,10,11,12,20",28,"1,27,9,9"
31,240,930,MDS,4,"0,1,10,11,12,20",29,"1,24,12,12"
31,241,930,MDS,4,"0,1,10,11,12,20",3,"1,24,12,12"
31,242,930,NMDS,4,"0,1,10,11,12,20",30,"1,16,8,8"
31,243,930,MDS,4,"0,1,10,11,12,20",4,"1,16,8,8"
31,244,930,MDS,4,"0,1,10,11,12,20",5,"1,16,8,8"
31,245,930,MDS,4,"0,1,10,11,12,20",6,"1,16,8,8"
31,246,930,MDS,4,"0,1,10,11,12,20",7,"1,16,8,8"
31,247,930,MDS,4,"0,1,10,11,12,20",8,"1,16,8,8"
31,248,930,MDS,4,"0,1,10,11,12,20",9,"1,16,8,8"
31,249,930,NMDS,4,"0,1,10,11,12,21",0,"1,2,16,16"
31,250,930,NMDS,4,"0,1,10,11,12,21",1,"1,2,16,16"
31,251,930,MDS,4,"0,1,10,11,12,21",10,"1,2,16,16"
31,252,930,NMDS,4,"0,1,10,11,12,21",11,"1,2,16,16"
31,253,930,NMDS,4,"0,1,10,11,12,21",12,"1,2,16,16"
31,254,930,NMDS,4,"0,1,10,11,12,21",13,"1,9,8,8"
31,255,930,MDS,4,"0,1,10,11,12,21",14,"1,2,16,16"
31,256,930,MDS,4,"0,1,10,11,12,21",15,"1,2,16,16"
31,257,930,MDS,4,"0,1,10,11,12,21",16,"1,1,8,8"
31,258,930,MDS,4,"0,1,10,11,12,21",17,"1,2,16,16"
31,259,930,MDS,4,"0,1,10,11,12,21",18,"1,9,8,8"
31,260,930,MDS,4,"0,1,10,11,12,21",19,"1,1,8,8"
31,261,930,NMDS,4,"0,1,10,11,12,21",2,"1,2,16,16"
31,262,930,MDS,4,"0,1,10,11,12,21",20,"1,9,8,8"
31,263,930,NMDS,4,"0,1,10,11,12,21",21,"1,2,16,16"
31,264,930,NMDS,4,"0,1,10,11,12,21",22,"1,2,16,16"
31,265,930,NMDS,4,"0,1,10,11,12,21",23,"1,2,16,16"
31,266,930,NMDS,4,"0,1,10,11,12,21",24,"1,2,16,16"
31,267,930,MDS,4,"0,1,10,11,12,21",25,"1,2,16,16"
31,268,930,MDS,4,"0,1,10,11,12,21",26,"1,2,16,16"
31,269,930,MDS,4,"0,1,10,11,12,21",27,"1,2,16,16"
31,270,930,MDS,4,"0,1,10,11,12,21",28,"1,1,25,25"
31,271,930,MDS,4,"0,1,10,11,12,21",29,"1,28,7,7"
31,272,930,NMDS,4,"0,1,10,11,12,21",3,"1,2,16,16"
31,273,930,MDS,4,"0,1,10,11,12,21",30,"1,2,16,16"
31,274,930,MDS,4,"0,1,10,11,12,21",4,"1,1,8,8"
31,275,930,MDS,4,"0,1,10,11,12,21",5,"1,2,16,16"
31,276,930,MDS,4,"0,1,10,11,12,21",6,"1,16,16,26"
31,277,930,MDS,4,"0,1,10,11,12,21",7,"1,2,16,16"
31,278,930,MDS,4,"0,1,10,11,12,21",8,"1,1,8,8"
31,279,930,MDS,4,"0,1,10,11,12,21",9,"1,1,8,8"
31,280,930,MDS,4,"0,1,10,11,12,22",0,"1,1,21,21"
31,281,930,NMDS,4,"0,1,10,11,12,22",1,"1,25,28,28"
31,282,930,MDS,4,"0,1,10,11,12,22",10,"1,16,8,8"
31,283,930,NMDS,4,"0,1,10,11,12,22",11,"1,25,28,28"
31,284,930,NMDS,4,"0,1,10,11,12,22",12,"1,11,21,21"
31,285,930,NMDS,4,"0,1,10,11,12,22",13,"1,11,21,21"
31,286,930,NMDS,4,"0,1,10,11,12,22",14,"1,16,8,8"
31,287,930,MDS,4,"0,1,10,11,12,22",15,"1,11,21,21"
31,288,930,MDS,4,"0,1,10,11,12,22",16,"1,24,8,8"
31,289,930,MDS,4,"0,1,10,11,12,22",17,"1,11,21,21"
31,290,930,MDS,4,"0,1,10,11,12,22",18,"1,25,28,28"
31,291,930,MDS,4,"0,1,10,11,12,22",19,"1,11,21,21"
31,292,930,NMDS,4,"0,1,10,11,12,22",2,"1,11,21,21"
31,293,930,MDS,4,"0,1,10,11,12,22",20,"1,11,21,21"
31,294,930,NMDS,4,"0,1,10,11,12,22",21,"1,11,21,21"
31,295,930,NMDS,4,"0,1,10,11,12,22",22,"1,16,8,8"
31,296,930,NMDS,4,"0,1,10,11,12,22",23,"1,11,21,21"
31,297,930,NMDS,4,"0,1,10,11,12,22",24,"1,22,21,21"
31,298,930,MDS,4,"0,1,10,11,12,22",25,"1,11,21,21"
31,299,930,MDS,4,"0,1,10,11,12,22",26,"1,11,21,21"
31,300,930,MDS,4,"0,1,10,11,12,22",27,"1,11,21,21"
31,301,930,MDS,4,"0,1,10,11,12,22",28,"1,16,8,8"
31,302,930,MDS,4,"0,1,10,11,12,22",29,"1,11,21,21"
31,303,930,NMDS,4,"0,1,10,11,12,22",3,"1,11,21,21"
31,304,930,MDS,4,"0,1,10,11,12,22",30,"1,11,21,21"
31,305,930,NMDS,4,"0,1,10,11,12,22",4,"1,11,21,21"
31,306,930,MDS,4,"0,1,10,11,12,22",5,"1,16,24,8"
31,307,930,MDS,4,"0,1,10,11,12,22",6,"1,1,21,21"
31,308,930,MDS,4,"0,1,10,11,12,22",7,"1,25,28,28"
31,309,930,MDS,4,"0,1,10,11,12,22",8,"1,11,21,21"
31,310,930,MDS,4,"0,1,10,11,12,22",9,"1,16,8,8"
31,311,930,MDS,4,"0,1,10,11,12,23",0,"1,13,25,25"
31,312,930,MDS,4,"0,1,10,11,12,23",1,"1,18,9,9"
31,313,930,MDS,4,"0,1,10,11,12,23",10,"1,1,16,16"
31,314,930,NMDS,4,"0,1,10,11,12,23",11,"1,17,16,16"
31,315,930,NMDS,4,"0,1,10,11,12,23",12,"1,17,16,16"
31,316,930,NMDS,4,"0,1,10,11,12,23",13,"1,17,16,16"
31,317,930,NMDS,4,"0,1,10,11,12,23",14,"1,1,16,16"
31,318,930,NMDS,4,"0,1,10,11,12,23",15,"1,1,16,16"
31,319,930,MDS,4,"0,1,10,11,12,23",16,"1,1,16,16"
31,320,930,MDS,4,"0,1,10,11,12,23",17,"1,1,16,16"
31,321,930,MDS,4,"0,1,10,11,12,23",18,"1,1,16,16"
31,322,930,MDS,4,"0,1,10,11,12,23",19,"1,11,21,21"
31,323,930,NMDS,4,"0,1,10,11,12,23",2,"1,1,16,16"
31,324,930,MDS,4,"0,1,10,11,12,23",20,"1,1,16,16"
31,325,930,NMDS,4,"0,1,10,11,12,23",21,"1,16,8,8"
31,326,930,NMDS,4,"0,1,10,11,12,23",22,"1,1,17,16"
31,327,930,NMDS,4,"0,1,10,11,12,23",23,"1,11,21,21"
31,328,930,NMDS,4,"0,1,10,11,12,23",24,"1,11,21,21"
31,329,930,MDS,4,"0,1,10,11,12,23",25,"1,1,16,16"
31,330,930,MDS,4,"0,1,10,11,12,23",26,"1,11,21,21"
31,331,930,MDS,4,"0,1,10,11,12,23",27,"1,1,16,16"
31,332,930,MDS,4,"0,1,10,11,12,23",28,"1,1,16,16"
31,333,930,MDS,4,"0,1,10,11,12,23",29,"1,1,16,16"
31,334,930,NMDS,4,"0,1,10,11,12,23",3,"1,1,16,16"
31,335,930,MDS,4,"0,1,10,11,12,23",30,"1,1,16,16"
31,336,930,NMDS,4,"0,1,10,11,12,23",4,"1,1,16,16"
31,337,930,NMDS,4,"0,1,10,11,12,23",5,"1,11,21,21"
31,338,930,MDS,4,"0,1,10,11,12,23",6,"1,11,21,21"
31,339,930,MDS,4,"0,1,10,11,12,23",7,"1,16,8,8"
31,340,930,MDS,4,"0,1,10,11,12,23",8,"1,1,16,16"
31,341,930,MDS,4,"0,1,10,11,12,23",9,"1,1,16,16"
31,342,930,MDS,4,"0,1,10,11,12,24",0,"1,17,16,16"
31,343,930,MDS,4,"0,1,10,11,12,24",1,"1,18,9,9"
31,344,930,MDS,4,"0,1,10,11,12,24",10,"1,2,3,1"
31,345,930,NMDS,4,"0,1,10,11,12,24",11,"1,17,16,16"
31,346,930,NMDS,4,"0,1,10,11,12,24",12,"1,3,17,17"
31,347,930,NMDS,4,"0,1,10,11,12,24",13,"1,17,16,16"
31,348,930,NMDS,4,"0,1,10,11,12,24",14,"1,18,9,9"
31,349,930,NMDS,4,"0,1,10,11,12,24",15,"1,18,9,9"
31,350,930,NMDS,4,"0,1,10,11,12,24",16,"1,18,9,9"
31,351,930,MDS,4,"0,1,10,11,12,24",17,"1,18,9,9"
31,352,930,MDS,4,"0,1,10,11,12,24",18,"1,25,28,28"
31,353,930,MDS,4,"0,1,10,11,12,24",19,"1,18,9,9"
31,354,930,NMDS,4,"0,1,10,11,12,24",2,"1,18,9,9"
31,355,930,MDS,4,"0,1,10,11,12,24",20,"1,9,20,20"
31,356,930,NMDS,4,"0,1,10,11,12,24",21,"1,18,9,9"
31,357,930,NMDS,4,"0,1,10,11,12,24",22,"1,18,9,9"
31,358,930,NMDS,4,"0,1,10,11,12,24",23,"1,18,9,9"
31,359,930,NMDS,4,"0,1,10,11,12,24",24,"1,18,9,9"
31,360,930,NMDS,4,"0,1,10,11,12,24",25,"1,17,16,16"
31,361,930,MDS,4,"0,1,10,11,12,24",26,"1,18,9,9"
31,362,930,MDS,4,"0,1,10,11,12,24",27,"1,18,9,9"
31,363,930,MDS,4,"0,1,10,11,12,24",28,"1,25,28,28"
31,364,930,MDS,4,"0,1,10,11,12,24",29,"1,25,28,28"
31,365,930,NMDS,4,"0,1,10,11,12,24",3,"1,18,9,9"
31,366,930,MDS,4,"0,1,10,11,12,24",30,"1,18,9,9"
31,367,930,NMDS,4,"0,1,10,11,12,24",4,"1,18,9,9"
31,368,930,NMDS,4,"0,1,10,11,12,24",5,"1,18,9,9"
31,369,930,NMDS,4,"0,1,10,11,12,24",6,"1,25,28,28"
31,370,930,MDS,4,"0,1,10,11,12,24",7,"1,25,28,28"
31,371,930,MDS,4,"0,1,10,11,12,24",8,"1,18,9,9"
31,372,930,MDS,4,"0,1,10,11,12,24",9,"1,18,9,9"
