q,idx,orbit,type,rho,S,delta,firstHole
29,33,812,NMDS,4,"0,1,10,11,12,14",11,"1,20,10,10"
29,34,812,NMDS,4,"0,1,10,11,12,14",12,"1,1,15,15"
29,35,812,NMDS,4,"0,1,10,11,12,14",13,"1,1,15,15"
29,36,812,MDS,4,"0,1,10,11,12,14",14,"1,1,15,15"
29,37,812,NMDS,4,"0,1,10,11,12,14",15,"1,1,10,10"
29,38,812,MDS,4,"0,1,10,11,12,14",16,"1,1,15,15"
29,39,812,MDS,4,"0,1,10,11,12,14",17,"1,20,10,10"
29,40,812,MDS,4,"0,1,10,11,12,14",18,"1,25,17,25"
29,41,812,MDS,4,"0,1,10,11,12,14",19,"1,20,10,10"
29,42,812,MDS,4,"0,1,10,11,12,14",2,"1,20,10,10"
29,43,812,MDS,4,"0,1,10,11,12,14",20,"1,11,10,10"
29,44,812,NMDS,4,"0,1,10,11,12,14",21,"1,1,15,15"
29,45,812,NMDS,4,"0,1,10,11,12,14",22,"1,1,15,15"
29,46,812,NMDS,4,"0,1,10,11,12,14",23,"1,1,15,15"
29,47,812,NMDS,4,"0,1,10,11,12,14",24,"1,1,15,15"
29,48,812,NMDS,4,"0,1,10,11,12,14",25,"1,26,13,13"
29,49,812,NMDS,4,"0,1,10,11,12,14",26,"1,1,15,15"
29,50,812,NMDS,4,"0,1,10,11,12,14",27,"1,20,10,10"
29,51,812,MDS,4,"0,1,10,11,12,14",28,"1,20,10,10"
29,52,812,MDS,4,"0,1,10,11,12,14",3,"1,1,15,15"
29,53,812,NMDS,4,"0,1,10,11,12,14",4,"1,1,15,15"
29,54,812,MDS,4,"0,1,10,11,12,14",5,"1,1,15,15"
29,55,812,NMDS,4,"0,1,10,11,12,14",6,"1,16,15,15"
29,56,812,NMDS,4,"0,1,10,11,12,14",7,"1,1,15,15"
29,57,812,NMDS,4,"0,1,10,11,12,14",8,"1,1,15,15"
29,58,812,MDS,4,"0,1,10,11,12,14",9,"1,16,15,15"
29,59,812,MDS,4,"0,1,10,11,12,15",0,"1,1,15,15"
29,60,812,MDS,4,"0,1,10,11,12,15",1,"1,22,11,11"
29,61,812,MDS,4,"0,1,10,11,12,15",10,"1,1,15,15"
29,62,812,NMDS,4,"0,1,10,11,12,15",11,"1,1,15,15"
29,63,812,NMDS,4,"0,1,10,11,12,15",12,"1,1,15,15"
29,64,812,NMDS,4,"0,1,10,11,12,15",13,"1,18,9,9"
29,65,812,MDS,4,"0,1,10,11,12,15",14,"1,18,6,6"
29,66,812,MDS,4,"0,1,10,11,12,15",15,"1,18,9,9"
29,67,812,NMDS,4,"0,1,10,11,12,15",16,"1,1,15,15"
29,68,812,MDS,4,"0,1,10,11,12,15",17,"1,5,15,5"
29,69,812,MDS,4,"0,1,10,11,12,15",18,"1,18,6,6"
29,70,812,MDS,4,"0,1,10,11,12,15",19,"1,1,15,15"
29,71,812,MDS,4,"0,1,10,11,12,15",2,"1,22,11,11"
29,72,812,MDS,4,"0,1,10,11,12,15",20,"1,22,11,11"
29,73,812,NMDS,4,"0,1,10,11,12,15",21,"1,1,15,15"
29,74,812,NMDS,4,"0,1,10,11,12,15",22,"1,1,15,15"
29,75,812,NMDS,4,"0,1,10,11,12,15",23,"1,1,15,15"
29,76,812,NMDS,4,"0,1,10,11,12,15",24,"1,1,15,15"
29,77,812,NMDS,4,"0,1,10,11,12,15",25,"1,18,9,9"
29,78,812,NMDS,4,"0,1,10,11,12,15",26,"1,1,15,15"
29,79,812,NMDS,4,"0,1,10,11,12,15",27,"1,1,15,15"
29,80,812,NMDS,4,"0,1,10,11,12,15",28,"1,1,15,15"
29,81,812,MDS,4,"0,1,10,11,12,15",3,"1,1,15,15"
29,82,812,NMDS,4,"0,1,10,11,12,15",4,"1,22,11,11"
29,83,812,MDS,4,"0,1,10,11,12,15",5,"1,1,15,15"
29,84,812,MDS,4,"0,1,10,11,12,15",6,"1,18,6,6"
29,85,812,NMDS,4,"0,1,10,11,12,15",7,"1,1,15,15"
29,86,812,NMDS,4,"0,1,10,11,12,15",8,"1,1,15,15"
29,87,812,NMDS,4,"0,1,10,11,12,15",9,"1,17,25,25"
29,88,812,NMDS,4,"0,1,10,11,12,16",0,"1,6,3,1"
29,89,812,MDS,4,"0,1,10,11,12,16",1,"1,1,15,15"
29,90,812,NMDS,4,"0,1,10,11,12,16",10,"1,20,10,10"
29,91,812,NMDS,4,"0,1,10,11,12,16",11,"1,1,15,15"
29,92,812,NMDS,4,"0,1,10,11,12,16",12,"1,20,10,10"
29,93,812,NMDS,4,"0,1,10,11,12,16",13,"1,1,15,15"
29,94,812,MDS,4,"0,1,10,11,12,16",14,"1,20,10,10"
29,95,812,MDS,4,"0,1,10,11,12,16",15,"1,20,10,10"
29,96,812,MDS,4,"0,1,10,11,12,16",16,"1,1,15,15"
29,97,812,NMDS,4,"0,1,10,11,12,16",17,"1,1,15,15"
29,98,812,MDS,4,"0,1,10,11,12,16",18,"1,1,15,15"
29,99,812,MDS,4,"0,1,10,11,12,16",19,"1,17,15,15"
29,100,812,MDS,4,"0,1,10,11,12,16",2,"1,6,3,3"
29,101,812,MDS,4,"0,1,10,11,12,16",20,"1,20,10,10"
29,102,812,NMDS,4,"0,1,10,11,12,16",21,"1,1,15,15"
29,103,812,NMDS,4,"0,1,10,11,12,16",22,"1,1,15,15"
29,104,812,NMDS,4,"0,1,10,11,12,16",23,"1,1,15,15"
29,105,812,NMDS,4,"0,1,10,11,12,16",24,"1,1,15,15"
29,106,812,MDS,4,"0,1,10,11,12,16",25,"1,21,10,10"
29,107,812,NMDS,4,"0,1,10,11,12,16",26,"1,1,15,15"
29,108,812,NMDS,4,"0,1,10,11,12,16",27,"1,1,15,15"
29,109,812,NMDS,4,"0,1,10,11,12,16",28,"1,1,15,15"
29,110,812,MDS,4,"0,1,10,11,12,16",3,"1,1,15,15"
29,111,812,NMDS,4,"0,1,10,11,12,16",4,"1,1,6,6"
29,112,812,MDS,4,"0,1,10,11,12,16",5,"1,1,15,15"
29,113,812,MDS,4,"0,1,10,11,12,16",6,"1,20,10,10"
29,114,812,MDS,4,"0,1,10,11,12,16",7,"1,16,8,8"
29,115,812,NMDS,4,"0,1,10,11,12,16",8,"1,1,15,15"
29,116,812,NMDS,4,"0,1,10,11,12,16",9,"1,17,15,15"
29,117,812,NMDS,4,"0,1,10,11,12,17",0,"1,1,15,15"
29,118,812,NMDS,4,"0,1,10,11,12,17",1,"1,20,10,10"
29,119,812,NMDS,4,"0,1,10,11,12,17",10,"1,1,15,15"
29,120,812,NMDS,4,"0,1,10,11,12,17",11,"1,1,15,15"
29,121,812,NMDS,4,"0,1,10,11,12,17",12,"1,20,10,10"
29,122,812,NMDS,4,"0,1,10,11,12,17",13,"1,11,10,10"
29,123,812,MDS,4,"0,1,10,11,12,17",14,"1,1,15,15"
29,124,812,MDS,4,"0,1,10,11,12,17",15,"1,20,10,10"
29,125,812,MDS,4,"0,1,10,11,12,17",16,"1,1,15,15"
29,126,812,MDS,4,"0,1,10,11,12,17",17,"1,1,15,15"
29,127,812,NMDS,4,"0,1,10,11,12,17",18,"1,1,15,15"
29,128,812,MDS,4,"0,1,10,11,12,17",19,"1,1,15,15"
29,129,812,MDS,4,"0,1,10,11,12,17",2,"1,15,16,15"
29,130,812,MDS,4,"0,1,10,11,12,17",20,"1,22,11,11"
29,131,812,NMDS,4,"0,1,10,11,12,17",21,"1,1,15,15"
29,132,812,NMDS,4,"0,1,10,11,12,17",22,"1,1,15,15"
29,133,812,NMDS,4,"0,1,10,11,12,17",23,"1,1,15,15"
29,134,812,NMDS,4,"0,1,10,11,12,17",24,"1,1,15,15"
29,135,812,MDS,4,"0,1,10,11,12,17",25,"1,20,10,10"
29,136,812,MDS,4,"0,1,10,11,12,17",26,"1,1,15,15"
29,137,812,NMDS,4,"0,1,10,11,12,17",27,"1,1,15,15"
29,138,812,NMDS,4,"0,1,10,11,12,17",28,"1,1,15,15"
29,139,812,MDS,4,"0,1,10,11,12,17",3,"1,1,15,15"
29,140,812,NMDS,4,"0,1,10,11,12,17",4,"1,17,15,15"
29,141,812,MDS,4,"0,1,10,11,12,17",5,"1,20,10,10"
29,142,812,MDS,4,"0,1,10,11,12,17",6,"1,15,11,11"
29,143,812,MDS,4,"0,1,10,11,12,17",7,"1,22,11,11"
29,144,812,MDS,4,"0,1,10,11,12,17",8,"1,1,15,15"
29,145,812,NMDS,4,"0,1,10,11,12,17",9,"1,15,11,11"
29,146,812,NMDS,4,"0,1,10,11,12,18",0,"1,20,10,10"
29,147,812,NMDS,4,"0,1,10,11,12,18",1,"1,20,10,10"
29,148,812,NMDS,4,"0,1,10,11,12,18",10,"1,20,10,10"
29,149,812,NMDS,4,"0,1,10,11,12,18",11,"1,20,10,10"
29,150,812,NMDS,4,"0,1,10,11,12,18",12,"1,20,10,10"
29,151,812,NMDS,4,"0,1,10,11,12,18",13,"1,20,10,10"
29,152,812,MDS,4,"0,1,10,11,12,18",14,"1,20,10,10"
29,153,812,MDS,4,"0,1,10,11,12,18",15,"1,20,10,10"
29,154,812,MDS,4,"0,1,10,11,12,18",16,"1,6,3,3"
29,155,812,MDS,4,"0,1,10,11,12,18",17,"1,18,6,6"
29,156,812,MDS,4,"0,1,10,11,12,18",18,"1,22,11,11"
29,157,812,NMDS,4,"0,1,10,11,12,18",19,"1,26,13,13"
29,158,812,NMDS,4,"0,1,10,11,12,18",2,"1,20,10,10"
29,159,812,MDS,4,"0,1,10,11,12,18",20,"1,20,10,10"
29,160,812,NMDS,4,"0,1,10,11,12,18",21,"1,22,11,11"
29,161,812,NMDS,4,"0,1,10,11,12,18",22,"1,20,10,10"
29,162,812,NMDS,4,"0,1,10,11,12,18",23,"1,22,11,11"
29,163,812,NMDS,4,"0,1,10,11,12,18",24,"1,20,10,10"
29,164,812,MDS,4,"0,1,10,11,12,18",25,"1,20,10,10"
29,165,812,MDS,4,"0,1,10,11,12,18",26,"1,18,6,6"
29,166,812,MDS,4,"0,1,10,11,12,18",27,"1,20,10,10"
29,167,812,NMDS,4,"0,1,10,11,12,18",28,"1,20,10,10"
29,168,812,MDS,4,"0,1,10,11,12,18",3,"1,20,10,10"
29,169,812,NMDS,4,"0,1,10,11,12,18",4,"1,22,11,11"
29,170,812,MDS,4,"0,1,10,11,12,18",5,"1,22,11,11"
29,171,812,MDS,4,"0,1,10,11,12,18",6,"1,20,10,10"
29,172,812,MDS,4,"0,1,10,11,12,18",7,"1,10,1,10"
29,173,812,MDS,4,"0,1,10,11,12,18",8,"1,18,6,6"
29,174,812,MDS,4,"0,1,10,11,12,18",9,"1,18,6,6"
29,175,812,NMDS,4,"0,1,10,11,12,19",0,"1,2,15,15"
29,176,812,NMDS,4,"0,1,10,11,12,19",1,"1,2,15,15"
29,177,812,MDS,4,"0,1,10,11,12,19",10,"1,3,15,15"
29,178,812,NMDS,4,"0,1,10,11,12,19",11,"1,15,11,11"
29,179,812,NMDS,4,"0,1,10,11,12,19",12,"1,2,15,15"
29,180,812,NMDS,4,"0,1,10,11,12,19",13,"1,2,15,15"
29,181,812,MDS,4,"0,1,10,11,12,19",14,"1,17,15,15"
29,182,812,MDS,4,"0,1,10,11,12,19",15,"1,22,20,20"
29,183,812,MDS,4,"0,1,10,11,12,19",16,"1,2,15,15"
29,184,812,MDS,4,"0,1,10,11,12,19",17,"1,15,16,15"
29,185,812,MDS,4,"0,1,10,11,12,19",18,"1,22,20,20"
29,186,812,MDS,4,"0,1,10,11,12,19",19,"1,15,11,11"
29,187,812,NMDS,4,"0,1,10,11,12,19",2,"1,17,15,15"
29,188,812,NMDS,4,"0,1,10,11,12,19",20,"1,2,15,15"
29,189,812,NMDS,4,"0,1,10,11,12,19",21,"1,2,15,15"
29,190,812,NMDS,4,"0,1,10,11,12,19",22,"1,15,11,11"
29,191,812,NMDS,4,"0,1,10,11,12,19",23,"1,2,15,15"
29,192,812,NMDS,4,"0,1,10,11,12,19",24,"1,2,15,15"
29,193,812,MDS,4,"0,1,10,11,12,19",25,"1,2,15,15"
29,194,812,MDS,4,"0,1,10,11,12,19",26,"1,2,15,15"
29,195,812,MDS,4,"0,1,10,11,12,19",27,"1,2,15,15"
29,196,812,MDS,4,"0,1,10,11,12,19",28,"1,2,15,15"
29,197,812,NMDS,4,"0,1,10,11,12,19",3,"1,2,15,15"
29,198,812,NMDS,4,"0,1,10,11,12,19",4,"1,17,15,15"
29,199,812,MDS,4,"0,1,10,11,12,19",5,"1,15,11,11"
29,200,812,MDS,4,"0,1,10,11,12,19",6,"1,2,15,15"
29,201,812,MDS,4,"0,1,10,11,12,19",7,"1,2,15,15"
29,202,812,MDS,4,"0,1,10,11,12,19",8,"1,15,11,11"
29,203,812,MDS,4,"0,1,10,11,12,19",9,"1,2,15,15"
29,204,812,MDS,4,"0,1,10,11,12,20",0,"1,26,13,13"
29,205,812,NMDS,4,"0,1,10,11,12,20",1,"1,26,13,13"
29,206,812,MDS,4,"0,1,10,11,12,20",10,"1,18,9,9"
29,207,812,NMDS,4,"0,1,10,11,12,20",11,"1,26,13,13"
29,208,812,NMDS,4,"0,1,10,11,12,20",12,"1,26,13,13"
29,209,812,NMDS,4,"0,1,10,11,12,20",13,"1,6,3,3"
29,210,812,NMDS,4,"0,1,10,11,12,20",14,"1,26,13,13"
29,211,812,MDS,4,"0,1,10,11,12,20",15,"1,26,13,13"
29,212,812,MDS,4,"0,1,10,11,12,20",16,"1,6,3,3"
29,213,812,MDS,4,"0,1,10,11,12,20",17,"1,18,6,6"
29,214,812,MDS,4,"0,1,10,11,12,20",18,"1,18,6,6"
29,215,812,MDS,4,"0,1,10,11,12,20",19,"1,18,6,6"
29,216,812,NMDS,4,"0,1,10,11,12,20",2,"1,6,3,3"
29,217,812,MDS,4,"0,1,10,11,12,20",20,"1,26,13,13"
29,218,812,NMDS,4,"0,1,10,11,12,20",21,"1,26,13,13"
29,219,812,NMDS,4,"0,1,10,11,12,20",22,"1,26,13,13"
29,220,812,NMDS,4,"0,1,10,11,12,20",23,"1,26,13,13"
29,221,812,NMDS,4,"0,1,10,11,12,20",24,"1,26,13,13"
29,222,812,MDS,4,"0,1,10,11,12,20",25,"1,26,13,13"
29,223,812,MDS,4,"0,1,10,11,12,20",26,"1,26,13,13"
29,224,812,MDS,4,"0,1,10,11,12,20",27,"1,26,13,13"
29,225,812,MDS,4,"0,1,10,11,12,20",28,"1,9,27,9"
29,226,812,NMDS,4,"0,1,10,11,12,20",3,"1,18,9,9"
29,227,812,NMDS,4,"0,1,10,11,12,20",4,"1,26,13,13"
29,228,812,MDS,4,"0,1,10,11,12,20",5,"1,26,13,13"
29,229,812,MDS,4,"0,1,10,11,12,20",6,"1,26,13,13"
29,230,812,MDS,4,"0,1,10,11,12,20",7,"1,25,27,27"
29,231,812,MDS,4,"0,1,10,11,12,20",8,"1,26,13,13"
29,232,812,MDS,4,"0,1,10,11,12,20",9,"1,18,6,6"
29,233,812,MDS,4,"0,1,10,11,12,21",0,"1,4,11,11"
29,234,812,MDS,4,"0,1,10,11,12,21",1,"1,4,11,11"
29,235,812,MDS,4,"0,1,10,11,12,21",10,"1,21,10,10"
29,236,812,NMDS,4,"0,1,10,11,12,21",11,"1,4,11,11"
29,237,812,NMDS,4,"0,1,10,11,12,21",12,"1,4,11,11"
29,238,812,NMDS,4,"0,1,10,11,12,21",13,"1,24,8,8"
29,239,812,NMDS,4,"0,1,10,11,12,21",14,"1,24,8,8"
29,240,812,NMDS,4,"0,1,10,11,12,21",15,"1,24,8,8"
29,241,812,MDS,4,"0,1,10,11,12,21",16,"1,4,11,11"
29,242,812,MDS,4,"0,1,10,11,12,21",17,"1,24,8,8"
29,243,812,MDS,4,"0,1,10,11,12,21",18,"1,15,15,5"
29,244,812,MDS,4,"0,1,10,11,12,21",19,"1,27,9,9"
29,245,812,NMDS,4,"0,1,10,11,12,21",2,"1,4,11,11"
29,246,812,MDS,4,"0,1,10,11,12,21",20,"1,15,11,11"
29,247,812,NMDS,4,"0,1,10,11,12,21",21,"1,27,9,9"
29,248,812,NMDS,4,"0,1,10,11,12,21",22,"1,4,11,11"
29,249,812,NMDS,4,"0,1,10,11,12,21",23,"1,4,11,11"
29,250,812,NMDS,4,"0,1,10,11,12,21",24,"1,4,11,11"
29,251,812,MDS,4,"0,1,10,11,12,21",25,"1,4,11,11"
29,252,812,MDS,4,"0,1,10,11,12,21",26,"1,23,13,13"
29,253,812,MDS,4,"0,1,10,11,12,21",27,"1,4,11,11"
29,254,812,MDS,4,"0,1,10,11,12,21",28,"1,4,11,11"
29,255,812,NMDS,4,"0,1,10,11,12,21",3,"1,4,11,11"
29,256,812,NMDS,4,"0,1,10,11,12,21",4,"1,4,11,11"
29,257,812,NMDS,4,"0,1,10,11,12,21",5,"1,4,11,11"
29,258,812,MDS,4,"0,1,10,11,12,21",6,"1,4,11,11"
29,259,812,MDS,4,"0,1,10,11,12,21",7,"1,4,11,11"
29,260,812,MDS,4,"0,1,10,11,12,21",8,"1,15,11,11"
29,261,812,MDS,4,"0,1,10,11,12,21",9,"1,24,8,8"
29,262,812,MDS,4,"0,1,10,11,12,22",0,"1,1,10,10"
29,263,812,MDS,4,"0,1,10,11,12,22",1,"1,20,10,10"
29,264,812,MDS,4,"0,1,10,11,12,22",10,"1,20,10,10"
29,265,812,NMDS,4,"0,1,10,11,12,22",11,"1,20,10,10"
29,266,812,NMDS,4,"0,1,10,11,12,22",12,"1,20,10,10"
29,267,812,NMDS,4,"0,1,10,11,12,22",13,"1,20,10,10"
29,268,812,NMDS,4,"0,1,10,11,12,22",14,"1,20,10,10"
29,269,812,NMDS,4,"0,1,10,11,12,22",15,"1,6,3,3"
29,270,812,NMDS,4,"0,1,10,11,12,22",16,"1,1,10,10"
29,271,812,MDS,4,"0,1,10,11,12,22",17,"1,20,10,10"
29,272,812,MDS,4,"0,1,10,11,12,22",18,"1,6,3,3"
29,273,812,MDS,4,"0,1,10,11,12,22",19,"1,6,3,3"
29,274,812,MDS,4,"0,1,10,11,12,22",2,"1,20,10,10"
29,275,812,MDS,4,"0,1,10,11,12,22",20,"1,22,11,11"
29,276,812,NMDS,4,"0,1,10,11,12,22",21,"1,22,11,11"
29,277,812,NMDS,4,"0,1,10,11,12,22",22,"1,20,10,10"
29,278,812,NMDS,4,"0,1,10,11,12,22",23,"1,22,11,11"
29,279,812,NMDS,4,"0,1,10,11,12,22",24,"1,20,10,10"
29,280,812,MDS,4,"0,1,10,11,12,22",25,"1,20,10,10"
29,281,812,MDS,4,"0,1,10,11,12,22",26,"1,22,11,11"
29,282,812,MDS,4,"0,1,10,11,12,22",27,"1,20,10,10"
29,283,812,MDS,4,"0,1,10,11,12,22",28,"1,22,11,11"
29,284,812,NMDS,4,"0,1,10,11,12,22",3,"1,3,9,3"
29,285,812,NMDS,4,"0,1,10,11,12,22",4,"1,20,10,10"
29,286,812,NMDS,4,"0,1,10,11,12,22",5,"1,20,10,10"
29,287,812,NMDS,4,"0,1,10,11,12,22",6,"1,20,10,10"
29,288,812,MDS,4,"0,1,10,11,12,22",7,"1,22,11,11"
29,289,812,MDS,4,"0,1,10,11,12,22",8,"1,17,25,25"
29,290,812,MDS,4,"0,1,10,11,12,22",9,"1,1,10,10"
29,291,812,MDS,4,"0,1,10,11,12,23",0,"1,22,11,11"
29,292,812,MDS,4,"0,1,10,11,12,23",1,"1,18,9,9"
29,293,812,MDS,4,"0,1,10,11,12,23",10,"1,26,13,13"
29,294,812,NMDS,4,"0,1,10,11,12,23",11,"1,15,16,15"
29,295,812,NMDS,4,"0,1,10,11,12,23",12,"1,22,11,11"
29,296,812,NMDS,4,"0,1,10,11,12,23",13,"1,26,13,13"
29,297,812,MDS,4,"0,1,10,11,12,23",14,"1,16,15,15"
29,298,812,NMDS,4,"0,1,10,11,12,23",15,"1,26,13,13"
29,299,812,NMDS,4,"0,1,10,11,12,23",16,"1,16,8,8"
29,300,812,NMDS,4,"0,1,10,11,12,23",17,"1,18,9,9"
29,301,812,MDS,4,"0,1,10,11,12,23",18,"1,22,11,11"
29,302,812,MDS,4,"0,1,10,11,12,23",19,"1,26,13,13"
29,303,812,MDS,4,"0,1,10,11,12,23",2,"1,4,11,11"
29,304,812,MDS,4,"0,1,10,11,12,23",20,"1,15,11,11"
29,305,812,NMDS,4,"0,1,10,11,12,23",21,"1,22,11,11"
29,306,812,NMDS,4,"0,1,10,11,12,23",22,"1,22,11,11"
29,307,812,NMDS,4,"0,1,10,11,12,23",23,"1,22,11,11"
29,308,812,NMDS,4,"0,1,10,11,12,23",24,"1,22,11,11"
29,309,812,MDS,4,"0,1,10,11,12,23",25,"1,26,13,13"
29,310,812,MDS,4,"0,1,10,11,12,23",26,"1,22,11,11"
29,311,812,MDS,4,"0,1,10,11,12,23",27,"1,22,11,11"
29,312,812,MDS,4,"0,1,10,11,12,23",28,"1,22,11,11"
29,313,812,MDS,4,"0,1,10,11,12,23",3,"1,22,11,11"
29,314,812,NMDS,4,"0,1,10,11,12,23",4,"1,26,13,13"
29,315,812,NMDS,4,"0,1,10,11,12,23",5,"1,22,11,11"
29,316,812,NMDS,4,"0,1,10,11,12,23",6,"1,22,11,11"
29,317,812,NMDS,4,"0,1,10,11,12,23",7,"1,22,11,11"
29,318,812,MDS,4,"0,1,10,11,12,23",8,"1,22,11,11"
29,319,812,MDS,4,"0,1,10,11,12,23",9,"1,16,15,15"
29,320,812,MDS,4,"0,1,10,11,12,24",0,"1,22,11,11"
29,321,812,MDS,4,"0,1,10,11,12,24",1,"1,20,10,10"
29,322,812,MDS,4,"0,1,10,11,12,24",10,"1,20,10,10"
29,323,812,NMDS,4,"0,1,10,11,12,24",11,"1,20,10,10"
29,324,812,NMDS,4,"0,1,10,11,12,24",12,"1,20,10,10"
29,325,812,NMDS,4,"0,1,10,11,12,24",13,"1,25,27,27"
29,326,812,MDS,4,"0,1,10,11,12,24",14,"1,22,11,11"
29,327,812,MDS,4,"0,1,10,11,12,24",15,"1,21,10,10"
29,328,812,NMDS,4,"0,1,10,11,12,24",16,"1,20,10,10"
29,329,812,NMDS,4,"0,1,10,11,12,24",17,"1,20,10,10"
29,330,812,NMDS,4,"0,1,10,11,12,24",18,"1,22,11,11"
29,331,812,MDS,4,"0,1,10,11,12,24",19,"1,20,10,10"
29,332,812,MDS,4,"0,1,10,11,12,24",2,"1,21,10,10"
29,333,812,MDS,4,"0,1,10,11,12,24",20,"1,15,16,15"
29,334,812,NMDS,4,"0,1,10,11,12,24",21,"1,25,27,27"
29,335,812,NMDS,4,"0,1,10,11,12,24",22,"1,20,10,10"
29,336,812,NMDS,4,"0,1,10,11,12,24",23,"1,20,10,10"
29,337,812,NMDS,4,"0,1,10,11,12,24",24,"1,20,10,10"
29,338,812,NMDS,4,"0,1,10,11,12,24",25,"1,20,10,10"
29,339,812,MDS,4,"0,1,10,11,12,24",26,"1,25,27,27"
29,340,812,MDS,4,"0,1,10,11,12,24",27,"1,20,10,10"
29,341,812,MDS,4,"0,1,10,11,12,24",28,"1,20,10,10"
29,342,812,MDS,4,"0,1,10,11,12,24",3,"1,20,10,10"
29,343,812,NMDS,4,"0,1,10,11,12,24",4,"1,20,10,10"
29,344,812,NMDS,4,"0,1,10,11,12,24",5,"1,21,10,10"
29,345,812,NMDS,4,"0,1,10,11,12,24",6,"1,20,10,10"
29,346,812,NMDS,4,"0,1,10,11,12,24",7,"1,22,11,11"
29,347,812,NMDS,4,"0,1,10,11,12,24",8,"1,22,11,11"
29,348,812,MDS,4,"0,1,10,11,12,24",9,"1,21,10,10"
29,349,812,MDS,4,"0,1,10,11,12,25",0,"1,16,8,8"
29,350,812,MDS,4,"0,1,10,11,12,25",1,"1,20,10,10"
29,351,812,MDS,4,"0,1,10,11,12,25",10,"1,16,8,8"
29,352,812,NMDS,4,"0,1,10,11,12,25",11,"1,20,10,10"
29,353,812,NMDS,4,"0,1,10,11,12,25",12,"1,16,8,8"
29,354,812,NMDS,4,"0,1,10,11,12,25",13,"1,20,10,10"
29,355,812,MDS,4,"0,1,10,11,12,25",14,"1,18,9,9"
29,356,812,MDS,4,"0,1,10,11,12,25",15,"1,20,10,10"
29,357,812,MDS,4,"0,1,10,11,12,25",16,"1,20,10,10"
29,358,812,NMDS,4,"0,1,10,11,12,25",17,"1,18,9,9"
29,359,812,NMDS,4,"0,1,10,11,12,25",18,"1,16,8,8"
29,360,812,NMDS,4,"0,1,10,11,12,25",19,"1,20,10,10"
29,361,812,MDS,4,"0,1,10,11,12,25",2,"1,20,10,10"
29,362,812,MDS,4,"0,1,10,11,12,25",20,"1,24,6,6"
29,363,812,NMDS,4,"0,1,10,11,12,25",21,"1,16,8,8"
29,364,812,NMDS,4,"0,1,10,11,12,25",22,"1,20,10,10"
29,365,812,NMDS,4,"0,1,10,11,12,25",23,"1,16,8,8"
29,366,812,NMDS,4,"0,1,10,11,12,25",24,"1,20,10,10"
29,367,812,MDS,4,"0,1,10,11,12,25",25,"1,20,10,10"
29,368,812,NMDS,4,"0,1,10,11,12,25",26,"1,2,15,15"
29,369,812,MDS,4,"0,1,10,11,12,25",27,"1,20,10,10"
29,370,812,MDS,4,"0,1,10,11,12,25",28,"1,25,17,25"
29,371,812,MDS,4,"0,1,10,11,12,25",3,"1,20,10,10"
29,372,812,NMDS,4,"0,1,10,11,12,25",4,"1,2,15,15"
